election_year,section,question,option_text,policy_key,dimension,affirmative_direction,coding_confidence,response_mode,coding_status,normalized_option,models_run,model_core_agreement,model_agreed_dimension,model_agreed_direction,model_agreed_scorable,qwen_suggested_scorable,adjudication_status
1998.0,Environment & Energy,Indicate which principles you support (if any) regarding the environment and energy.,h) Restructure the electric utility industry to allow consumers to choose their power company.,,,,,,unmapped,restructure the electric utility industry to allow consumers to choose their power company.,2.0,False,,,,True,model_disagreement_requires_review
1998.0,Environment & Energy,Indicate which principles you support (if any) regarding the environment and energy.,i) Support a three-year moratorium on both new hog farms and all expansions of farms to over 500 hogs.,,,,,,unmapped,support a three-year moratorium on both new hog farms and all expansions of farms to over 500 hogs.,2.0,True,environment_position,-1.0,True,True,model_agreement_requires_rule
1998.0,Environment & Energy,Indicate which principles you support (if any) regarding the environment and energy.,j) Other,open_ended_other,non_scorable,,high,,non_scorable,other,2.0,False,,,,False,accepted_non_scorable
1998.0,Environment & Energy,Indicate which principles you support (if any) regarding the environment and energy.,k) State environmental regulations should not be stricter than federal law.,environment_federal_ceiling,environment_position,1.0,high,binary,rule_mapped,state environmental regulations should not be stricter than federal law.,,,,,,,accepted_deterministic_rule
1998.0,Government Reform,Indicate which principles you support (if any) regarding government reform.c) Do you support limiting the following types of contributions to state legislative candidates?,a) Do you support amending the Alabama Constitution to limit the number of terms of State Senators and Representatives?,government_term_limits,position_only,,high,binary,position_only,do you support amending the alabama constitution to limit the number of terms of state senators and representatives?,,,,,,,accepted_position_only
1998.0,Government Reform,Indicate which principles you support (if any) regarding government reform.c) Do you support limiting the following types of contributions to state legislative candidates?,"b) Do you support the current law which limits the number of terms the Governor can serve? (Limited to 2, 4-year terms)",government_term_limits,position_only,,high,binary,position_only,"do you support the current law which limits the number of terms the governor can serve? (limited to 2, 4-year terms)",,,,,,,accepted_position_only
1998.0,Government Reform,Indicate which principles you support (if any) regarding government reform.c) Do you support limiting the following types of contributions to state legislative candidates?,1) Individual,campaign_contribution_limits_individual,position_only,,high,binary,position_only,individual,,,,,,,accepted_position_only
1998.0,Government Reform,Indicate which principles you support (if any) regarding government reform.c) Do you support limiting the following types of contributions to state legislative candidates?,2) PAC,campaign_contribution_limits_pac,position_only,,high,binary,position_only,pac,,,,,,,accepted_position_only
1998.0,Government Reform,Indicate which principles you support (if any) regarding government reform.c) Do you support limiting the following types of contributions to state legislative candidates?,d) Do you support current limits on corporate contributions to state legislative candidates?,campaign_contribution_limits,position_only,,high,binary,position_only,do you support current limits on corporate contributions to state legislative candidates?,,,,,,,accepted_position_only
1998.0,Government Reform,Indicate which principles you support (if any) regarding government reform.c) Do you support limiting the following types of contributions to state legislative candidates?,e) Do you support requiring full and timely disclosure of campaign finance information?,campaign_finance_disclosure,position_only,,high,binary,position_only,do you support requiring full and timely disclosure of campaign finance information?,,,,,,,accepted_position_only
1998.0,Government Reform,Indicate which principles you support (if any) regarding government reform.c) Do you support limiting the following types of contributions to state legislative candidates?,f) Do you support imposing spending limits on state level political campaigns?,campaign_spending_limits,position_only,,high,binary,position_only,do you support imposing spending limits on state level political campaigns?,,,,,,,accepted_position_only
1998.0,Government Reform,Indicate which principles you support (if any) regarding government reform.c) Do you support limiting the following types of contributions to state legislative candidates?,g) Do you support partial funding from state taxes for state level political campaigns?,campaign_public_funding,position_only,,high,binary,position_only,do you support partial funding from state taxes for state level political campaigns?,,,,,,,accepted_position_only
1998.0,Government Reform,Indicate which principles you support (if any) regarding government reform.c) Do you support limiting the following types of contributions to state legislative candidates?,h) Would you vote to ratify an amendment to the U.S. Constitution requiring an annual balanced federal budget?,government_balanced_budget,government_reform_position,1.0,medium,binary,rule_mapped,would you vote to ratify an amendment to the u.s. constitution requiring an annual balanced federal budget?,,,,,,,accepted_deterministic_rule
1998.0,Government Reform,Indicate which principles you support (if any) regarding government reform.c) Do you support limiting the following types of contributions to state legislative candidates?,i) Do you support requiring a photo ID to receive a ballot?,elections_photo_id,government_reform_position,1.0,high,binary,rule_mapped,do you support requiring a photo id to receive a ballot?,,,,,,,accepted_deterministic_rule
1998.0,Government Reform,Indicate which principles you support (if any) regarding government reform.c) Do you support limiting the following types of contributions to state legislative candidates?,j) Would you support amending the Alabama Constitution to allow citizen initiative and referendum?,initiative_referendum,position_only,,high,binary,position_only,would you support amending the alabama constitution to allow citizen initiative and referendum?,,,,,,,accepted_position_only
1998.0,Government Reform,Indicate which principles you support (if any) regarding government reform.c) Do you support limiting the following types of contributions to state legislative candidates?,k) Other,open_ended_other,non_scorable,,high,,non_scorable,other,2.0,False,,,,False,accepted_non_scorable
1998.0,Gun Issues,Indicate which principles you support (if any) concerning gun issues.,a) Ban the sale or transfer of all forms of semi-automatic weapons.,guns_semiautomatic_ban,guns_position,-1.0,high,binary,rule_mapped,ban the sale or transfer of all forms of semi-automatic weapons.,,,,,,,accepted_deterministic_rule
1998.0,Gun Issues,Indicate which principles you support (if any) concerning gun issues.,b) Increase state restrictions on the purchase and possession of firearms.,guns_restrictions,guns_position,-1.0,high,binary,rule_mapped,increase state restrictions on the purchase and possession of firearms.,,,,,,,accepted_deterministic_rule
1998.0,Gun Issues,Indicate which principles you support (if any) concerning gun issues.,c) Maintain state restrictions on the purchase and possession of firearms.,guns_restrictions,guns_position,-1.0,high,binary,rule_mapped,maintain state restrictions on the purchase and possession of firearms.,,,,,,,accepted_deterministic_rule
1998.0,Gun Issues,Indicate which principles you support (if any) concerning gun issues.,d) Favor allowing citizens to carry concealed firearms.,guns_concealed_carry,guns_position,1.0,high,binary,rule_mapped,favor allowing citizens to carry concealed firearms.,,,,,,,accepted_deterministic_rule
1998.0,Gun Issues,Indicate which principles you support (if any) concerning gun issues.,e) Require manufacturers to provide child-safety locks with firearms.,guns_child_safety_locks,guns_position,-1.0,high,binary,rule_mapped,require manufacturers to provide child-safety locks with firearms.,,,,,,,accepted_deterministic_rule
1998.0,Gun Issues,Indicate which principles you support (if any) concerning gun issues.,f) Other,open_ended_other,non_scorable,,high,,non_scorable,other,2.0,False,,,,False,accepted_non_scorable
1998.0,Health Issues,Indicate which principles you support (if any) regarding health issues.,a) Provide tax incentives to small businesses that provide health care to their employees.,,,,,,unmapped,provide tax incentives to small businesses that provide health care to their employees.,2.0,False,,,,True,model_disagreement_requires_review
1998.0,Health Issues,Indicate which principles you support (if any) regarding health issues.,"b) Ensure that citizens have access to basic health care, through managed care, insurance reforms, or state funded care where necessary.",health_basic_access,healthcare_position,-1.0,high,binary,rule_mapped,"ensure that citizens have access to basic health care, through managed care, insurance reforms, or state funded care where necessary.",,,,,,,accepted_deterministic_rule
1998.0,Health Issues,Indicate which principles you support (if any) regarding health issues.,"c) Support the Children's Health Insurance Program, which provides health care to uninsured children by expanding Medicaid.",health_medicaid_expansion,healthcare_position,-1.0,high,binary,rule_mapped,"support the children's health insurance program, which provides health care to uninsured children by expanding medicaid.",,,,,,,accepted_deterministic_rule
1998.0,Health Issues,Indicate which principles you support (if any) regarding health issues.,d) Transfer more existing Medicaid recipients into managed care programs.,,,,,,unmapped,transfer more existing medicaid recipients into managed care programs.,2.0,False,,,,True,model_disagreement_requires_review
1998.0,Health Issues,Indicate which principles you support (if any) regarding health issues.,e) Use state funds to continue some Medicaid coverage for legal immigrants.,,,,,,unmapped,use state funds to continue some medicaid coverage for legal immigrants.,2.0,False,,,,True,model_disagreement_requires_review
1998.0,Health Issues,Indicate which principles you support (if any) regarding health issues.,f) Limit the amount of damages that can be awarded in medical malpractice lawsuits.,economic_tort_damage_limits,economic_ideology,1.0,high,binary,rule_mapped,limit the amount of damages that can be awarded in medical malpractice lawsuits.,,,,,,,accepted_deterministic_rule
1998.0,Health Issues,Indicate which principles you support (if any) regarding health issues.,g) Guaranteeing medical care to all citizens is not a responsibility of state government.,health_not_government_responsibility,healthcare_position,1.0,high,binary,rule_mapped,guaranteeing medical care to all citizens is not a responsibility of state government.,,,,,,,accepted_deterministic_rule
1998.0,Health Issues,Indicate which principles you support (if any) regarding health issues.,h) Other,open_ended_other,non_scorable,,high,,non_scorable,other,2.0,False,,,,False,accepted_non_scorable
1998.0,Social Issues,Indicate which principles you support (if any) regarding social issues.,a) Increase state funding for programs to prevent teen pregnancy.,social_teen_pregnancy_prevention,social_ideology,-1.0,high,binary,rule_mapped,increase state funding for programs to prevent teen pregnancy.,,,,,,,accepted_deterministic_rule
1998.0,Social Issues,Indicate which principles you support (if any) regarding social issues.,b) Provide tax credits for businesses that provide child care for their employees.,,,,,,unmapped,provide tax credits for businesses that provide child care for their employees.,2.0,True,social_ideology,-1.0,True,True,model_agreement_requires_rule
1998.0,Social Issues,Indicate which principles you support (if any) regarding social issues.,c) Increase state funds to provide child care to children in low-income working families.,social_low_income_childcare,social_ideology,-1.0,high,binary,rule_mapped,increase state funds to provide child care to children in low-income working families.,,,,,,,accepted_deterministic_rule
1998.0,Social Issues,Indicate which principles you support (if any) regarding social issues.,d) Deny or suspend state-issued permits and licenses to parents who are delinquent in paying court-ordered child support.,,,,,,unmapped,deny or suspend state-issued permits and licenses to parents who are delinquent in paying court-ordered child support.,2.0,True,social_ideology,-1.0,True,True,model_agreement_requires_rule
1998.0,Social Issues,Indicate which principles you support (if any) regarding social issues.,e) Favor banning smoking in public places.,social_smoking_ban,social_ideology,-1.0,medium,binary,rule_mapped,favor banning smoking in public places.,,,,,,,accepted_deterministic_rule
1998.0,Social Issues,Indicate which principles you support (if any) regarding social issues.,f) Increase state funding for Head Start in order to serve additional children and/or increase services from a half to a full day.,social_head_start,social_ideology,-1.0,high,binary,rule_mapped,increase state funding for head start in order to serve additional children and/or increase services from a half to a full day.,,,,,,,accepted_deterministic_rule
1998.0,Social Issues,Indicate which principles you support (if any) regarding social issues.,g) Increase state funding for community centers and other social agencies in areas with at-risk youth.,social_at_risk_youth_services,social_ideology,-1.0,high,binary,rule_mapped,increase state funding for community centers and other social agencies in areas with at-risk youth.,,,,,,,accepted_deterministic_rule
1998.0,Social Issues,Indicate which principles you support (if any) regarding social issues.,h) Support state funding of programs for at-risk youth such as guaranteed college loans and job training and placement.,social_at_risk_youth_programs,social_ideology,-1.0,high,binary,rule_mapped,support state funding of programs for at-risk youth such as guaranteed college loans and job training and placement.,,,,,,,accepted_deterministic_rule
1998.0,Social Issues,Indicate which principles you support (if any) regarding social issues.,i) Other,open_ended_other,non_scorable,,high,,non_scorable,other,2.0,False,,,,False,accepted_non_scorable
1998.0,Social Issues,Indicate which principles you support (if any) regarding social issues.,j) Do you believe that the Alabama government should include sexual orientation in Alabama's anti-discrimination laws?,social_sexual_orientation_protection,social_ideology,-1.0,high,binary,rule_mapped,do you believe that the alabama government should include sexual orientation in alabama's anti-discrimination laws?,,,,,,,accepted_deterministic_rule
1998.0,Social Issues,Indicate which principles you support (if any) regarding social issues.,k) Do you believe that the Alabama government should recognize same-sex marriages?,social_same_sex_marriage,social_ideology,-1.0,high,binary,rule_mapped,do you believe that the alabama government should recognize same-sex marriages?,,,,,,,accepted_deterministic_rule
1998.0,State Budget,Indicate the funding levels you will support for the following general categories. Select one level only.,a) Agriculture,agriculture_spending,position_only,,high,ordinal,position_only,agriculture,,,,,,,accepted_position_only
1998.0,State Budget,Indicate the funding levels you will support for the following general categories. Select one level only.,b) Education (K-12),spending_k12_education,education_position,-1.0,high,ordinal,rule_mapped,education (k-12),,,,,,,accepted_deterministic_rule
1998.0,State Budget,Indicate the funding levels you will support for the following general categories. Select one level only.,c) Education (Higher),spending_higher_education,education_position,-1.0,high,ordinal,rule_mapped,education (higher),,,,,,,accepted_deterministic_rule
1998.0,State Budget,Indicate the funding levels you will support for the following general categories. Select one level only.,d) Environment,spending_environment,environment_position,-1.0,high,ordinal,rule_mapped,environment,,,,,,,accepted_deterministic_rule
1998.0,State Budget,Indicate the funding levels you will support for the following general categories. Select one level only.,e) Health care,spending_healthcare,healthcare_position,-1.0,high,ordinal,rule_mapped,health care,,,,,,,accepted_deterministic_rule
1998.0,State Budget,Indicate the funding levels you will support for the following general categories. Select one level only.,f) Law enforcement,spending_law_enforcement,criminal_justice_position,1.0,medium,ordinal,rule_mapped,law enforcement,2.0,False,,,,False,accepted_deterministic_rule
1998.0,State Budget,Indicate the funding levels you will support for the following general categories. Select one level only.,"g) Transportation infrastructure (highways, roads, bridges)",transportation_spending,position_only,,high,ordinal,position_only,"transportation infrastructure (highways, roads, bridges)",,,,,,,accepted_position_only
1998.0,State Budget,Indicate the funding levels you will support for the following general categories. Select one level only.,h) Welfare,spending_welfare,economic_ideology,-1.0,high,ordinal,rule_mapped,welfare,,,,,,,accepted_deterministic_rule
1998.0,State Budget,Indicate the funding levels you will support for the following general categories. Select one level only.,i) Other,open_ended_other,non_scorable,,high,,non_scorable,other,2.0,False,,,,False,accepted_non_scorable
1998.0,State Taxes,Indicate the tax levels you will support. Select one level only.,a) Alcohol taxes,tax_alcohol,economic_ideology,-1.0,medium,ordinal,rule_mapped,alcohol taxes,,,,,,,accepted_deterministic_rule
1998.0,State Taxes,Indicate the tax levels you will support. Select one level only.,b) Capital gains taxes,tax_capital_gains,economic_ideology,-1.0,high,ordinal,rule_mapped,capital gains taxes,,,,,,,accepted_deterministic_rule
1998.0,State Taxes,Indicate the tax levels you will support. Select one level only.,c) Cigarette taxes,tax_cigarette,economic_ideology,-1.0,medium,ordinal,rule_mapped,cigarette taxes,,,,,,,accepted_deterministic_rule
1998.0,State Taxes,Indicate the tax levels you will support. Select one level only.,d) Corporate taxes,tax_corporate,economic_ideology,-1.0,high,ordinal,rule_mapped,corporate taxes,,,,,,,accepted_deterministic_rule
1998.0,State Taxes,Indicate the tax levels you will support. Select one level only.,e) Gas taxes,tax_gasoline,economic_ideology,-1.0,medium,ordinal,rule_mapped,gas taxes,,,,,,,accepted_deterministic_rule
1998.0,State Taxes,Indicate the tax levels you will support. Select one level only.,"f) Income taxes (incomes below $75,000)",tax_income_lower,economic_ideology,-1.0,high,ordinal,rule_mapped,"income taxes (incomes below $75,000)",,,,,,,accepted_deterministic_rule
1998.0,State Taxes,Indicate the tax levels you will support. Select one level only.,"g) Income taxes (incomes above $75,000)",tax_income_upper,economic_ideology,-1.0,high,ordinal,rule_mapped,"income taxes (incomes above $75,000)",,,,,,,accepted_deterministic_rule
1998.0,State Taxes,Indicate the tax levels you will support. Select one level only.,h) Property taxes,tax_property,economic_ideology,-1.0,medium,ordinal,rule_mapped,property taxes,,,,,,,accepted_deterministic_rule
1998.0,State Taxes,Indicate the tax levels you will support. Select one level only.,i) Sales taxes,tax_sales,economic_ideology,-1.0,medium,ordinal,rule_mapped,sales taxes,,,,,,,accepted_deterministic_rule
1998.0,State Taxes,Indicate the tax levels you will support. Select one level only.,j) Other,open_ended_other,non_scorable,,high,,non_scorable,other,2.0,False,,,,False,accepted_non_scorable
1998.0,State Taxes,Indicate the tax levels you will support. Select one level only.,k) Do you support a flat tax structure for state income taxes?,economic_flat_income_tax,economic_ideology,1.0,high,binary,rule_mapped,do you support a flat tax structure for state income taxes?,,,,,,,accepted_deterministic_rule
1998.0,Welfare,Indicate which principles you support (if any) regarding welfare.,a) Maintain the current time limits on welfare benefits.,economic_welfare_time_limits,economic_ideology,1.0,high,binary,rule_mapped,maintain the current time limits on welfare benefits.,,,,,,,accepted_deterministic_rule
1998.0,Welfare,Indicate which principles you support (if any) regarding welfare.,b) Require that able-bodied recipients participate in work activities in order to receive benefits.,economic_welfare_work_requirement,economic_ideology,1.0,high,binary,rule_mapped,require that able-bodied recipients participate in work activities in order to receive benefits.,,,,,,,accepted_deterministic_rule
1998.0,Welfare,Indicate which principles you support (if any) regarding welfare.,c) Increase employment and job training programs for welfare recipients.,economic_welfare_job_training,economic_ideology,-1.0,high,binary,rule_mapped,increase employment and job training programs for welfare recipients.,,,,,,,accepted_deterministic_rule
1998.0,Welfare,Indicate which principles you support (if any) regarding welfare.,d) Provide tax incentives to businesses that hire welfare recipients.,,,,,,unmapped,provide tax incentives to businesses that hire welfare recipients.,2.0,False,,,,True,model_disagreement_requires_review
1998.0,Welfare,Indicate which principles you support (if any) regarding welfare.,e) Provide child care for welfare recipients who work.,economic_welfare_childcare,economic_ideology,-1.0,medium,binary,rule_mapped,provide child care for welfare recipients who work.,,,,,,,accepted_deterministic_rule
1998.0,Welfare,Indicate which principles you support (if any) regarding welfare.,f) Increase access to public transportation for welfare recipients who work.,economic_welfare_transportation,economic_ideology,-1.0,high,binary,rule_mapped,increase access to public transportation for welfare recipients who work.,,,,,,,accepted_deterministic_rule
1998.0,Welfare,Indicate which principles you support (if any) regarding welfare.,"g) Allow welfare recipients to remain eligible for benefits while saving money for education, starting a business, or buying a home.",,,,,,unmapped,"allow welfare recipients to remain eligible for benefits while saving money for education, starting a business, or buying a home.",2.0,False,,,,False,model_disagreement_requires_review
1998.0,Welfare,Indicate which principles you support (if any) regarding welfare.,h) Limit benefits given to recipients if they have additional children while on welfare.,economic_welfare_family_cap,economic_ideology,1.0,high,binary,rule_mapped,limit benefits given to recipients if they have additional children while on welfare.,,,,,,,accepted_deterministic_rule
1998.0,Welfare,Indicate which principles you support (if any) regarding welfare.,i) Eliminate government-funded welfare programs.,,,,,,unmapped,eliminate government-funded welfare programs.,2.0,False,,,,True,model_disagreement_requires_review
1998.0,Welfare,Indicate which principles you support (if any) regarding welfare.,j) Other,open_ended_other,non_scorable,,high,,non_scorable,other,2.0,False,,,,False,accepted_non_scorable
1998.0,Legislative Priorities,,Please explain what your two main legislative priorities will be if elected. Please explain how you would obtain any additional government funding needed to implement these priorities.,,,,,,unmapped,please explain what your two main legislative priorities will be if elected. please explain how you would obtain any additional government funding needed to implement these priorities.,2.0,False,,,,False,model_disagreement_requires_review
2002.0,"Budgetary, Spending and Tax Issues",State Budget: Indicate the funding levels you will support for the following general categories.State Taxes: Indicate the tax levels you will support.,o) Other or expanded principles,open_ended_other,non_scorable,,high,,non_scorable,other or expanded principles,2.0,False,,,,False,accepted_non_scorable
2002.0,Campaign Finance and Governmental Reform Issues,Indicate which principles you support (if any) regarding campaign finance and government reform.c) Do you support limiting the following types of contributions to state legislative and gubernatorial candidates?,n) Other or expanded principles,open_ended_other,non_scorable,,high,,non_scorable,other or expanded principles,2.0,False,,,,False,accepted_non_scorable
2008.0,Abortion Issues,Indicate which principles you support (if any) regarding abortion.,a) Abortions should always be illegal.,abortion_always_illegal,abortion_position,1.0,high,binary,rule_mapped,abortions should always be illegal.,,,,,,,accepted_deterministic_rule
2008.0,Abortion Issues,Indicate which principles you support (if any) regarding abortion.,b) Abortions should always be legal.,abortion_always_legal,abortion_position,-1.0,high,binary,rule_mapped,abortions should always be legal.,,,,,,,accepted_deterministic_rule
2008.0,Abortion Issues,Indicate which principles you support (if any) regarding abortion.,c) Abortions should be legal only within the first trimester.,abortion_first_trimester_legality,abortion_position,-1.0,medium,binary,rule_mapped,abortions should be legal only within the first trimester.,,,,,,,accepted_deterministic_rule
2008.0,Abortion Issues,Indicate which principles you support (if any) regarding abortion.,d) Abortions should be legal when the pregnancy resulted from incest or rape.,abortion_rape_incest_exception,abortion_position,-1.0,medium,binary,rule_mapped,abortions should be legal when the pregnancy resulted from incest or rape.,,,,,,,accepted_deterministic_rule
2008.0,Abortion Issues,Indicate which principles you support (if any) regarding abortion.,e) Abortions should be legal when the life of the woman is endangered.,abortion_life_exception,abortion_position,-1.0,medium,binary,rule_mapped,abortions should be legal when the life of the woman is endangered.,,,,,,,accepted_deterministic_rule
2008.0,Abortion Issues,Indicate which principles you support (if any) regarding abortion.,"f) Dilation and extraction or ""partial-birth"" abortion procedures should be legal.",abortion_late_term_ban,abortion_position,1.0,high,binary,rule_mapped,"dilation and extraction or ""partial-birth"" abortion procedures should be legal.",,,,,,,accepted_deterministic_rule
2008.0,Abortion Issues,Indicate which principles you support (if any) regarding abortion.,"g) Medicare, Medicaid, and federal subsidies should be prohibited from being used on abortion procedures.",,,,,,unmapped,"medicare, medicaid, and federal subsidies should be prohibited from being used on abortion procedures.",2.0,False,,,,True,model_disagreement_requires_review
2008.0,Abortion Issues,Indicate which principles you support (if any) regarding abortion.,h) Other or expanded principles.,,,,,,unmapped,other or expanded principles.,2.0,False,,,,False,model_disagreement_requires_review
2008.0,"Budgetary, Spending, and Tax Issues","Indicate what federal funding levels (#1-6) you support for the following general categories. Select one number per category, you can use a number more than once.1) Budget Priorities2) Defense Spending3) TaxesIndicate what federal tax levels (#1-6) you support for the following general categories. Select one number per category, you can use a number more than once.Family Income TaxesOther TaxesDeductions/Credits",a) Agriculture,agriculture_spending,position_only,,high,ordinal,position_only,agriculture,,,,,,,accepted_position_only
2008.0,"Budgetary, Spending, and Tax Issues","Indicate what federal funding levels (#1-6) you support for the following general categories. Select one number per category, you can use a number more than once.1) Budget Priorities2) Defense Spending3) TaxesIndicate what federal tax levels (#1-6) you support for the following general categories. Select one number per category, you can use a number more than once.Family Income TaxesOther TaxesDeductions/Credits",b) Arts,,,,,,unmapped,arts,2.0,False,,,,False,model_disagreement_requires_review
2008.0,"Budgetary, Spending, and Tax Issues","Indicate what federal funding levels (#1-6) you support for the following general categories. Select one number per category, you can use a number more than once.1) Budget Priorities2) Defense Spending3) TaxesIndicate what federal tax levels (#1-6) you support for the following general categories. Select one number per category, you can use a number more than once.Family Income TaxesOther TaxesDeductions/Credits",c) Defense,,,,,,unmapped,defense,2.0,False,,,,False,model_disagreement_requires_review
2008.0,"Budgetary, Spending, and Tax Issues","Indicate what federal funding levels (#1-6) you support for the following general categories. Select one number per category, you can use a number more than once.1) Budget Priorities2) Defense Spending3) TaxesIndicate what federal tax levels (#1-6) you support for the following general categories. Select one number per category, you can use a number more than once.Family Income TaxesOther TaxesDeductions/Credits",d) Education,,,,,,unmapped,education,2.0,False,,,,False,model_disagreement_requires_review
2008.0,"Budgetary, Spending, and Tax Issues","Indicate what federal funding levels (#1-6) you support for the following general categories. Select one number per category, you can use a number more than once.1) Budget Priorities2) Defense Spending3) TaxesIndicate what federal tax levels (#1-6) you support for the following general categories. Select one number per category, you can use a number more than once.Family Income TaxesOther TaxesDeductions/Credits",e) Environment,spending_environment,environment_position,-1.0,high,ordinal,rule_mapped,environment,,,,,,,accepted_deterministic_rule
2008.0,"Budgetary, Spending, and Tax Issues","Indicate what federal funding levels (#1-6) you support for the following general categories. Select one number per category, you can use a number more than once.1) Budget Priorities2) Defense Spending3) TaxesIndicate what federal tax levels (#1-6) you support for the following general categories. Select one number per category, you can use a number more than once.Family Income TaxesOther TaxesDeductions/Credits",f) FEMA,,,,,,unmapped,fema,2.0,False,,,,False,model_disagreement_requires_review
2008.0,"Budgetary, Spending, and Tax Issues","Indicate what federal funding levels (#1-6) you support for the following general categories. Select one number per category, you can use a number more than once.1) Budget Priorities2) Defense Spending3) TaxesIndicate what federal tax levels (#1-6) you support for the following general categories. Select one number per category, you can use a number more than once.Family Income TaxesOther TaxesDeductions/Credits",g) Homeland security,,,,,,unmapped,homeland security,2.0,False,,,,False,model_disagreement_requires_review
2008.0,"Budgetary, Spending, and Tax Issues","Indicate what federal funding levels (#1-6) you support for the following general categories. Select one number per category, you can use a number more than once.1) Budget Priorities2) Defense Spending3) TaxesIndicate what federal tax levels (#1-6) you support for the following general categories. Select one number per category, you can use a number more than once.Family Income TaxesOther TaxesDeductions/Credits",h) International aid,,,,,,unmapped,international aid,2.0,True,social_ideology,-1.0,True,True,model_agreement_requires_rule
2008.0,"Budgetary, Spending, and Tax Issues","Indicate what federal funding levels (#1-6) you support for the following general categories. Select one number per category, you can use a number more than once.1) Budget Priorities2) Defense Spending3) TaxesIndicate what federal tax levels (#1-6) you support for the following general categories. Select one number per category, you can use a number more than once.Family Income TaxesOther TaxesDeductions/Credits",i) Law enforcement (Federal),,,,,,unmapped,law enforcement (federal),2.0,False,,,,False,model_disagreement_requires_review
2008.0,"Budgetary, Spending, and Tax Issues","Indicate what federal funding levels (#1-6) you support for the following general categories. Select one number per category, you can use a number more than once.1) Budget Priorities2) Defense Spending3) TaxesIndicate what federal tax levels (#1-6) you support for the following general categories. Select one number per category, you can use a number more than once.Family Income TaxesOther TaxesDeductions/Credits",j) Law enforcement (State),,,,,,unmapped,law enforcement (state),2.0,False,,,,False,model_disagreement_requires_review
2008.0,"Budgetary, Spending, and Tax Issues","Indicate what federal funding levels (#1-6) you support for the following general categories. Select one number per category, you can use a number more than once.1) Budget Priorities2) Defense Spending3) TaxesIndicate what federal tax levels (#1-6) you support for the following general categories. Select one number per category, you can use a number more than once.Family Income TaxesOther TaxesDeductions/Credits",k) Medical research,,,,,,unmapped,medical research,2.0,False,,,,False,model_disagreement_requires_review
2008.0,"Budgetary, Spending, and Tax Issues","Indicate what federal funding levels (#1-6) you support for the following general categories. Select one number per category, you can use a number more than once.1) Budget Priorities2) Defense Spending3) TaxesIndicate what federal tax levels (#1-6) you support for the following general categories. Select one number per category, you can use a number more than once.Family Income TaxesOther TaxesDeductions/Credits",l) National parks,,,,,,unmapped,national parks,2.0,False,,,,False,model_disagreement_requires_review
2008.0,"Budgetary, Spending, and Tax Issues","Indicate what federal funding levels (#1-6) you support for the following general categories. Select one number per category, you can use a number more than once.1) Budget Priorities2) Defense Spending3) TaxesIndicate what federal tax levels (#1-6) you support for the following general categories. Select one number per category, you can use a number more than once.Family Income TaxesOther TaxesDeductions/Credits",m) Public health services,,,,,,unmapped,public health services,2.0,False,,,,False,model_disagreement_requires_review
2008.0,"Budgetary, Spending, and Tax Issues","Indicate what federal funding levels (#1-6) you support for the following general categories. Select one number per category, you can use a number more than once.1) Budget Priorities2) Defense Spending3) TaxesIndicate what federal tax levels (#1-6) you support for the following general categories. Select one number per category, you can use a number more than once.Family Income TaxesOther TaxesDeductions/Credits",n) Scientific research,,,,,,unmapped,scientific research,2.0,False,,,,False,model_disagreement_requires_review
2008.0,"Budgetary, Spending, and Tax Issues","Indicate what federal funding levels (#1-6) you support for the following general categories. Select one number per category, you can use a number more than once.1) Budget Priorities2) Defense Spending3) TaxesIndicate what federal tax levels (#1-6) you support for the following general categories. Select one number per category, you can use a number more than once.Family Income TaxesOther TaxesDeductions/Credits",o) Space exploration programs,,,,,,unmapped,space exploration programs,2.0,False,,,,False,model_disagreement_requires_review
2008.0,"Budgetary, Spending, and Tax Issues","Indicate what federal funding levels (#1-6) you support for the following general categories. Select one number per category, you can use a number more than once.1) Budget Priorities2) Defense Spending3) TaxesIndicate what federal tax levels (#1-6) you support for the following general categories. Select one number per category, you can use a number more than once.Family Income TaxesOther TaxesDeductions/Credits",p) Transportation and highway infrastructure,transportation_spending,position_only,,high,ordinal,position_only,transportation and highway infrastructure,,,,,,,accepted_position_only
2008.0,"Budgetary, Spending, and Tax Issues","Indicate what federal funding levels (#1-6) you support for the following general categories. Select one number per category, you can use a number more than once.1) Budget Priorities2) Defense Spending3) TaxesIndicate what federal tax levels (#1-6) you support for the following general categories. Select one number per category, you can use a number more than once.Family Income TaxesOther TaxesDeductions/Credits",q) United Nations,,,,,,unmapped,united nations,2.0,False,,,,False,model_disagreement_requires_review
2008.0,"Budgetary, Spending, and Tax Issues","Indicate what federal funding levels (#1-6) you support for the following general categories. Select one number per category, you can use a number more than once.1) Budget Priorities2) Defense Spending3) TaxesIndicate what federal tax levels (#1-6) you support for the following general categories. Select one number per category, you can use a number more than once.Family Income TaxesOther TaxesDeductions/Credits",r) Welfare,spending_welfare,economic_ideology,-1.0,high,ordinal,rule_mapped,welfare,,,,,,,accepted_deterministic_rule
