item_id,election_year,section,question,option_text,policy_key,dimension,affirmative_direction,coding_confidence,response_mode,coding_status,candidate_count,selected_response_count,priority
7836A8DE56C4421E,2000.0,Welfare and Poverty Issues,Indicate which principles you support (if any) regarding poverty and the welfare system.,d) Maintain current welfare-to-work requirements in order for states to qualify for block grants.,,,,,,unmapped,1,1,1001
39785B9556D4E6C8,2000.0,Welfare and Poverty Issues,Indicate which principles you support (if any) regarding poverty and the welfare system.,e) Restore food stamp programs to legal immigrants.,,,,,,unmapped,1,1,1001
AD40F3EA9DC333F6,2000.0,Welfare and Poverty Issues,Indicate which principles you support (if any) regarding poverty and the welfare system.,g) Provide continued Medicaid benefits for those welfare recipients who have moved from welfare to work.,,,,,,unmapped,1,1,1001
65030F15A7A1D084,2008.0,Abortion Issues,Indicate which principles you support (if any) regarding abortion.,"g) Medicare, Medicaid, and federal subsidies should be prohibited from being used on abortion procedures.",,,,,,unmapped,1,1,1001
7A028744FB6EFFF1,2008.0,"Budgetary, Spending, and Tax Issues","Indicate what federal funding levels (#1-6) you support for the following general categories. Select one number per category, you can use a number more than once.1) Budget Priorities2) Defense Spending3) TaxesIndicate what federal tax levels (#1-6) you support for the following general categories. Select one number per category, you can use a number more than once.Family Income TaxesOther TaxesDeductions/Credits",b) Arts,,,,,,unmapped,1,1,1001
6E4EDEDCADA647BC,2008.0,"Budgetary, Spending, and Tax Issues","Indicate what federal funding levels (#1-6) you support for the following general categories. Select one number per category, you can use a number more than once.1) Budget Priorities2) Defense Spending3) TaxesIndicate what federal tax levels (#1-6) you support for the following general categories. Select one number per category, you can use a number more than once.Family Income TaxesOther TaxesDeductions/Credits",c) Defense,,,,,,unmapped,1,1,1001
8596AFCDC5230F2D,2008.0,"Budgetary, Spending, and Tax Issues","Indicate what federal funding levels (#1-6) you support for the following general categories. Select one number per category, you can use a number more than once.1) Budget Priorities2) Defense Spending3) TaxesIndicate what federal tax levels (#1-6) you support for the following general categories. Select one number per category, you can use a number more than once.Family Income TaxesOther TaxesDeductions/Credits",d) Education,,,,,,unmapped,1,1,1001
85B90AF9D0432F5B,2008.0,"Budgetary, Spending, and Tax Issues","Indicate what federal funding levels (#1-6) you support for the following general categories. Select one number per category, you can use a number more than once.1) Budget Priorities2) Defense Spending3) TaxesIndicate what federal tax levels (#1-6) you support for the following general categories. Select one number per category, you can use a number more than once.Family Income TaxesOther TaxesDeductions/Credits",f) FEMA,,,,,,unmapped,1,1,1001
1E6CC02879AEAE5C,2008.0,"Budgetary, Spending, and Tax Issues","Indicate what federal funding levels (#1-6) you support for the following general categories. Select one number per category, you can use a number more than once.1) Budget Priorities2) Defense Spending3) TaxesIndicate what federal tax levels (#1-6) you support for the following general categories. Select one number per category, you can use a number more than once.Family Income TaxesOther TaxesDeductions/Credits",g) Homeland security,,,,,,unmapped,1,1,1001
124D232C183B0847,2008.0,"Budgetary, Spending, and Tax Issues","Indicate what federal funding levels (#1-6) you support for the following general categories. Select one number per category, you can use a number more than once.1) Budget Priorities2) Defense Spending3) TaxesIndicate what federal tax levels (#1-6) you support for the following general categories. Select one number per category, you can use a number more than once.Family Income TaxesOther TaxesDeductions/Credits",h) International aid,,,,,,unmapped,1,1,1001
08CFEE28CA0AE390,2008.0,"Budgetary, Spending, and Tax Issues","Indicate what federal funding levels (#1-6) you support for the following general categories. Select one number per category, you can use a number more than once.1) Budget Priorities2) Defense Spending3) TaxesIndicate what federal tax levels (#1-6) you support for the following general categories. Select one number per category, you can use a number more than once.Family Income TaxesOther TaxesDeductions/Credits",i) Law enforcement (Federal),,,,,,unmapped,1,1,1001
4E8F169E81946142,2008.0,"Budgetary, Spending, and Tax Issues","Indicate what federal funding levels (#1-6) you support for the following general categories. Select one number per category, you can use a number more than once.1) Budget Priorities2) Defense Spending3) TaxesIndicate what federal tax levels (#1-6) you support for the following general categories. Select one number per category, you can use a number more than once.Family Income TaxesOther TaxesDeductions/Credits",j) Law enforcement (State),,,,,,unmapped,1,1,1001
0933FADD7DBFC23C,2008.0,"Budgetary, Spending, and Tax Issues","Indicate what federal funding levels (#1-6) you support for the following general categories. Select one number per category, you can use a number more than once.1) Budget Priorities2) Defense Spending3) TaxesIndicate what federal tax levels (#1-6) you support for the following general categories. Select one number per category, you can use a number more than once.Family Income TaxesOther TaxesDeductions/Credits",k) Medical research,,,,,,unmapped,1,1,1001
CB012A3E31AA5477,2008.0,"Budgetary, Spending, and Tax Issues","Indicate what federal funding levels (#1-6) you support for the following general categories. Select one number per category, you can use a number more than once.1) Budget Priorities2) Defense Spending3) TaxesIndicate what federal tax levels (#1-6) you support for the following general categories. Select one number per category, you can use a number more than once.Family Income TaxesOther TaxesDeductions/Credits",l) National parks,,,,,,unmapped,1,1,1001
210ED547F27D3D7D,2008.0,"Budgetary, Spending, and Tax Issues","Indicate what federal funding levels (#1-6) you support for the following general categories. Select one number per category, you can use a number more than once.1) Budget Priorities2) Defense Spending3) TaxesIndicate what federal tax levels (#1-6) you support for the following general categories. Select one number per category, you can use a number more than once.Family Income TaxesOther TaxesDeductions/Credits",m) Public health services,,,,,,unmapped,1,1,1001
50CFC2307AF92753,2008.0,"Budgetary, Spending, and Tax Issues","Indicate what federal funding levels (#1-6) you support for the following general categories. Select one number per category, you can use a number more than once.1) Budget Priorities2) Defense Spending3) TaxesIndicate what federal tax levels (#1-6) you support for the following general categories. Select one number per category, you can use a number more than once.Family Income TaxesOther TaxesDeductions/Credits",n) Scientific research,,,,,,unmapped,1,1,1001
BDA24D6B9EB1F596,2008.0,"Budgetary, Spending, and Tax Issues","Indicate what federal funding levels (#1-6) you support for the following general categories. Select one number per category, you can use a number more than once.1) Budget Priorities2) Defense Spending3) TaxesIndicate what federal tax levels (#1-6) you support for the following general categories. Select one number per category, you can use a number more than once.Family Income TaxesOther TaxesDeductions/Credits",o) Space exploration programs,,,,,,unmapped,1,1,1001
C812539214CB3223,2008.0,"Budgetary, Spending, and Tax Issues","Indicate what federal funding levels (#1-6) you support for the following general categories. Select one number per category, you can use a number more than once.1) Budget Priorities2) Defense Spending3) TaxesIndicate what federal tax levels (#1-6) you support for the following general categories. Select one number per category, you can use a number more than once.Family Income TaxesOther TaxesDeductions/Credits",q) United Nations,,,,,,unmapped,1,1,1001
22122E9E9BE402ED,2008.0,"Budgetary, Spending, and Tax Issues","Indicate what federal funding levels (#1-6) you support for the following general categories. Select one number per category, you can use a number more than once.1) Budget Priorities2) Defense Spending3) TaxesIndicate what federal tax levels (#1-6) you support for the following general categories. Select one number per category, you can use a number more than once.Family Income TaxesOther TaxesDeductions/Credits",a) Armed forces personnel training,,,,,,unmapped,1,1,1001
96F811CB4E101520,2008.0,"Budgetary, Spending, and Tax Issues","Indicate what federal funding levels (#1-6) you support for the following general categories. Select one number per category, you can use a number more than once.1) Budget Priorities2) Defense Spending3) TaxesIndicate what federal tax levels (#1-6) you support for the following general categories. Select one number per category, you can use a number more than once.Family Income TaxesOther TaxesDeductions/Credits",b) Intelligence operations,,,,,,unmapped,1,1,1001
29CFD430D6268085,2008.0,"Budgetary, Spending, and Tax Issues","Indicate what federal funding levels (#1-6) you support for the following general categories. Select one number per category, you can use a number more than once.1) Budget Priorities2) Defense Spending3) TaxesIndicate what federal tax levels (#1-6) you support for the following general categories. Select one number per category, you can use a number more than once.Family Income TaxesOther TaxesDeductions/Credits",c) Military hardware,,,,,,unmapped,1,1,1001
B13DA3398AB8A6FB,2008.0,"Budgetary, Spending, and Tax Issues","Indicate what federal funding levels (#1-6) you support for the following general categories. Select one number per category, you can use a number more than once.1) Budget Priorities2) Defense Spending3) TaxesIndicate what federal tax levels (#1-6) you support for the following general categories. Select one number per category, you can use a number more than once.Family Income TaxesOther TaxesDeductions/Credits",d) Modernization of weaponry and equipment,,,,,,unmapped,1,1,1001
9AE526999453D04C,2008.0,"Budgetary, Spending, and Tax Issues","Indicate what federal funding levels (#1-6) you support for the following general categories. Select one number per category, you can use a number more than once.1) Budget Priorities2) Defense Spending3) TaxesIndicate what federal tax levels (#1-6) you support for the following general categories. Select one number per category, you can use a number more than once.Family Income TaxesOther TaxesDeductions/Credits",e) National missile defense,,,,,,unmapped,1,1,1001
8D52D4C5C85B60A8,2008.0,"Budgetary, Spending, and Tax Issues","Indicate what federal funding levels (#1-6) you support for the following general categories. Select one number per category, you can use a number more than once.1) Budget Priorities2) Defense Spending3) TaxesIndicate what federal tax levels (#1-6) you support for the following general categories. Select one number per category, you can use a number more than once.Family Income TaxesOther TaxesDeductions/Credits",f) Pay for active duty personnel,,,,,,unmapped,1,1,1001
B500A281087D32A7,2008.0,"Budgetary, Spending, and Tax Issues","Indicate what federal funding levels (#1-6) you support for the following general categories. Select one number per category, you can use a number more than once.1) Budget Priorities2) Defense Spending3) TaxesIndicate what federal tax levels (#1-6) you support for the following general categories. Select one number per category, you can use a number more than once.Family Income TaxesOther TaxesDeductions/Credits",g) Programs to improve troop retention rates,,,,,,unmapped,1,1,1001
C8EB5838B9B86B83,2008.0,"Budgetary, Spending, and Tax Issues","Indicate what federal funding levels (#1-6) you support for the following general categories. Select one number per category, you can use a number more than once.1) Budget Priorities2) Defense Spending3) TaxesIndicate what federal tax levels (#1-6) you support for the following general categories. Select one number per category, you can use a number more than once.Family Income TaxesOther TaxesDeductions/Credits",h) Research and development of new weapons,,,,,,unmapped,1,1,1001
8BE88442FB2A03E3,2008.0,"Budgetary, Spending, and Tax Issues","Indicate what federal funding levels (#1-6) you support for the following general categories. Select one number per category, you can use a number more than once.1) Budget Priorities2) Defense Spending3) TaxesIndicate what federal tax levels (#1-6) you support for the following general categories. Select one number per category, you can use a number more than once.Family Income TaxesOther TaxesDeductions/Credits",i) Troop and equipment readiness,,,,,,unmapped,1,1,1001
3C843C059A774356,2008.0,"Budgetary, Spending, and Tax Issues","Indicate what federal funding levels (#1-6) you support for the following general categories. Select one number per category, you can use a number more than once.1) Budget Priorities2) Defense Spending3) TaxesIndicate what federal tax levels (#1-6) you support for the following general categories. Select one number per category, you can use a number more than once.Family Income TaxesOther TaxesDeductions/Credits",5) Do you support requiring the federal budget to be balanced each year?,,,,,,unmapped,1,1,1001
BBFF554113F99D17,2008.0,Campaign Finance and Government Reform Issues,Indicate which principles you support (if any) regarding campaign finance and government reform.,a) Support increasing the amount individuals are permitted to contribute to federal campaigns.,,,,,,unmapped,1,1,1001
689DD2F8BF133005,2008.0,Campaign Finance and Government Reform Issues,Indicate which principles you support (if any) regarding campaign finance and government reform.,c) Allow unregulated soft money campaign contributions to political parties or committees.,,,,,,unmapped,1,1,1001
A069FA0DE786E9F3,2008.0,Campaign Finance and Government Reform Issues,Indicate which principles you support (if any) regarding campaign finance and government reform.,d) Remove all contribution limits on federal campaigns and parties.,,,,,,unmapped,1,1,1001
3EAFFF134F9CEC78,2008.0,Campaign Finance and Government Reform Issues,Indicate which principles you support (if any) regarding campaign finance and government reform.,h) Support giving the President the power of the line item veto for items concerning appropriations.,,,,,,unmapped,1,1,1001
A89A560078C1BA34,2008.0,Campaign Finance and Government Reform Issues,Indicate which principles you support (if any) regarding campaign finance and government reform.,i) Support limiting the President's use of signing statements in order to prevent an alternative interpretation of the bill.,,,,,,unmapped,1,1,1001
B6CF8F19AE53DA25,2008.0,Crime Issues,Indicate which principles you support (if any) regarding crime.,d) Support programs to provide prison inmates with drug and alcohol addiction treatment.,,,,,,unmapped,1,1,1001
68FE46544923DDDE,2008.0,Crime Issues,Indicate which principles you support (if any) regarding crime.,f) Support mandatory jail sentences for selling illegal drugs.,,,,,,unmapped,1,1,1001
BD68E69DA466CFC2,2008.0,Crime Issues,Indicate which principles you support (if any) regarding crime.,"g) Support strict penalties for internet crime (e.g. hacking, identity theft, worms/viruses).",,,,,,unmapped,1,1,1001
46393F28CF4BBCEC,2008.0,Education Issues,Indicate which principles you support (if any) regarding education.,d) Allow teachers and professionals to receive federal funding to establish charter or magnet schools.,,,,,,unmapped,1,1,1001
3E0C1768602283EE,2008.0,Education Issues,Indicate which principles you support (if any) regarding education.,e) Increase funding for the Pell Grant program.,,,,,,unmapped,1,1,1001
6248AE651B6EA68F,2008.0,Education Issues,Indicate which principles you support (if any) regarding education.,f) Decrease interest rates of Stafford Loans.,,,,,,unmapped,1,1,1001
72B3F3E2C88F7268,2008.0,Education Issues,Indicate which principles you support (if any) regarding education.,g) Support federal tax incentives to help families save for college.,,,,,,unmapped,1,1,1001
BD6A5E756BF6FE01,2008.0,Education Issues,Indicate which principles you support (if any) regarding education.,h) Ban university financial aid officers from owning stock in or accepting gifts from student loan lenders.,,,,,,unmapped,1,1,1001
AAB505E09A69229D,2008.0,Education Issues,Indicate which principles you support (if any) regarding education.,i) Require universities to disclose financial relationships with lenders.,,,,,,unmapped,1,1,1001
1F28E25A4B2C9124,2008.0,Education Issues,Indicate which principles you support (if any) regarding education.,j) Support federal education standards and testing requirements for K-12 students (No Child Left Behind).,,,,,,unmapped,1,1,1001
5CC3FB2CC30D0CF2,2008.0,Employment Issues,Indicate which principles you support (if any) regarding employment.,a) Increase funding for national job-training programs that retrain displaced workers or teach skills needed in todays job market.,,,,,,unmapped,1,1,1001
74A71412C37853E8,2008.0,Employment Issues,Indicate which principles you support (if any) regarding employment.,b) Reduce government regulation of the private sector.,,,,,,unmapped,1,1,1001
4B2823ECCA22CFDB,2008.0,Employment Issues,Indicate which principles you support (if any) regarding employment.,"c) Encourage employers to offer child care services, flex-time scheduling, comp-time, and unpaid leave for family emergencies.",,,,,,unmapped,1,1,1001
EC285DA978258D7D,2008.0,Environment and Energy Issues,Indicate which principles you support (if any) regarding the environment and energy.,a) Strengthen the regulation and enforcement of the Clean Water Act.,,,,,,unmapped,1,1,1001
80A38855267778F2,2008.0,Environment and Energy Issues,Indicate which principles you support (if any) regarding the environment and energy.,b) Strengthen the regulation and enforcement of the Clean Air Act.,,,,,,unmapped,1,1,1001
8E2F3C7447906864,2008.0,Environment and Energy Issues,Indicate which principles you support (if any) regarding the environment and energy.,"c) Support increased development of traditional energy resources (e.g. coal, natural gas, oil).",,,,,,unmapped,1,1,1001
DE533FE38DFD6CD1,2008.0,Environment and Energy Issues,Indicate which principles you support (if any) regarding the environment and energy.,f) Support domestic oil exploration in areas that are currently restricted.,,,,,,unmapped,1,1,1001
3AF0F860D30CCCDA,2008.0,Environment and Energy Issues,Indicate which principles you support (if any) regarding the environment and energy.,g) Encourage further development and use of alternative fuels.,,,,,,unmapped,1,1,1001
2CECBB9E7533C666,2008.0,Environment and Energy Issues,Indicate which principles you support (if any) regarding the environment and energy.,h) Support the use of ethanol as an alternative fuel.,,,,,,unmapped,1,1,1001
9F9E190CE1F6B9D3,2008.0,Environment and Energy Issues,Indicate which principles you support (if any) regarding the environment and energy.,i) Support research and development of nuclear reactors as an alternative energy source.,,,,,,unmapped,1,1,1001
1DF8F813A6C1E204,2008.0,Environment and Energy Issues,Indicate which principles you support (if any) regarding the environment and energy.,l) Support international voluntary emission targets to limit global warming.,,,,,,unmapped,1,1,1001
71903E24BB229C9B,2008.0,Health Issues,Indicate which principles you support (if any) regarding health.,b) Expand eligibility for tax-free medical savings accounts.,,,,,,unmapped,1,1,1001
37B7C6EB974FE527,2008.0,Health Issues,Indicate which principles you support (if any) regarding health.,c) Allow the importation of prescription drugs into the United States.,,,,,,unmapped,1,1,1001
248974594380A64A,2008.0,Health Issues,Indicate which principles you support (if any) regarding health.,d) Support expanding prescription drug coverage under Medicare.,,,,,,unmapped,1,1,1001
E61C4A144307EE99,2008.0,Health Issues,Indicate which principles you support (if any) regarding health.,e) Offer tax credits to individuals and small businesses to offset the cost of insurance coverage.,,,,,,unmapped,1,1,1001
2134C00FF500AA8A,2008.0,Health Issues,Indicate which principles you support (if any) regarding health.,f) Support expanding child healthcare programs.,,,,,,unmapped,1,1,1001
063A77A94F024CF4,2008.0,Immigration Issues,Indicate which principles you support (if any) regarding immigration.,b) Establish English as the official national language.,,,,,,unmapped,1,1,1001
24CAF20589C31CAD,2008.0,Immigration Issues,Indicate which principles you support (if any) regarding immigration.,c) Support a temporary worker program.,,,,,,unmapped,1,1,1001
7E993566B95A32CC,2008.0,Immigration Issues,Indicate which principles you support (if any) regarding immigration.,d) Support harsher financial punishments for those who knowingly employ illegal immigrants.,,,,,,unmapped,1,1,1001
A332E16665E7D222,2008.0,Immigration Issues,Indicate which principles you support (if any) regarding immigration.,f) Illegal immigrants should have to return to their countries of origin before being considered for citizenship.,,,,,,unmapped,1,1,1001
05A23FB8F0C42257,2008.0,Immigration Issues,Indicate which principles you support (if any) regarding immigration.,h) Support merit-based visas over family-based visas.,,,,,,unmapped,1,1,1001
6300F77764F33FCB,2008.0,"International Aid, International Policy, and International Trade Issues",International AidIndicate which principles you support (if any) regarding international aid.International PolicyIndicate which principles you support (if any) regarding international policy.International TradeIndicate which principles you support (if any) regarding international trade.,a) Support the United States granting aid to countries when extraordinary circumstances cause disaster and threaten civilian lives.,,,,,,unmapped,1,1,1001
59EFFDF0CAC6577C,2008.0,"International Aid, International Policy, and International Trade Issues",International AidIndicate which principles you support (if any) regarding international aid.International PolicyIndicate which principles you support (if any) regarding international policy.International TradeIndicate which principles you support (if any) regarding international trade.,b) Support the United States granting aid to countries when it is in the security interests of the United States.,,,,,,unmapped,1,1,1001
2CCCDC32E1708644,2008.0,"International Aid, International Policy, and International Trade Issues",International AidIndicate which principles you support (if any) regarding international aid.International PolicyIndicate which principles you support (if any) regarding international policy.International TradeIndicate which principles you support (if any) regarding international trade.,c) Eliminate United States aid for any nation with documented human rights abuses.,,,,,,unmapped,1,1,1001
734A9CFB6A3B78E7,2008.0,"International Aid, International Policy, and International Trade Issues",International AidIndicate which principles you support (if any) regarding international aid.International PolicyIndicate which principles you support (if any) regarding international policy.International TradeIndicate which principles you support (if any) regarding international trade.,a) Should the United States continue to provide leadership in the Israeli-Palestinian peace process?,,,,,,unmapped,1,1,1001
CB71507EFC042CE9,2008.0,"International Aid, International Policy, and International Trade Issues",International AidIndicate which principles you support (if any) regarding international aid.International PolicyIndicate which principles you support (if any) regarding international policy.International TradeIndicate which principles you support (if any) regarding international trade.,b) Should the United States support the creation of a Palestinian state?,,,,,,unmapped,1,1,1001
504E09D27202803A,2008.0,"International Aid, International Policy, and International Trade Issues",International AidIndicate which principles you support (if any) regarding international aid.International PolicyIndicate which principles you support (if any) regarding international policy.International TradeIndicate which principles you support (if any) regarding international trade.,c) Should the United States impose greater international sanctions on Iran if it continues to defy United Nations mandates?,,,,,,unmapped,1,1,1001
BD0A189FFD2E0A15,2008.0,"International Aid, International Policy, and International Trade Issues",International AidIndicate which principles you support (if any) regarding international aid.International PolicyIndicate which principles you support (if any) regarding international policy.International TradeIndicate which principles you support (if any) regarding international trade.,d) Should the United States support the Lebanese government against insurgent forces?,,,,,,unmapped,1,1,1001
5B50320C75A25E0F,2008.0,"International Aid, International Policy, and International Trade Issues",International AidIndicate which principles you support (if any) regarding international aid.International PolicyIndicate which principles you support (if any) regarding international policy.International TradeIndicate which principles you support (if any) regarding international trade.,e) Should the United States maintain its troop levels in Iraq?,,,,,,unmapped,1,1,1001
2D75D799CF119659,2008.0,"International Aid, International Policy, and International Trade Issues",International AidIndicate which principles you support (if any) regarding international aid.International PolicyIndicate which principles you support (if any) regarding international policy.International TradeIndicate which principles you support (if any) regarding international trade.,f) Should the United States withdraw its troops from Iraq?,,,,,,unmapped,1,1,1001
AA345E74BB42F22B,2008.0,"International Aid, International Policy, and International Trade Issues",International AidIndicate which principles you support (if any) regarding international aid.International PolicyIndicate which principles you support (if any) regarding international policy.International TradeIndicate which principles you support (if any) regarding international trade.,h) Should the United States apply greater economic and diplomatic sanctions against North Korea if it fails to abide by its agreement to suspend its nuclear program?,,,,,,unmapped,1,1,1001
A6AD35AA3DDAD540,2008.0,"International Aid, International Policy, and International Trade Issues",International AidIndicate which principles you support (if any) regarding international aid.International PolicyIndicate which principles you support (if any) regarding international policy.International TradeIndicate which principles you support (if any) regarding international trade.,i) Should the United States increase financial support for Afghanistan?,,,,,,unmapped,1,1,1001
097E66839706203C,2008.0,"International Aid, International Policy, and International Trade Issues",International AidIndicate which principles you support (if any) regarding international aid.International PolicyIndicate which principles you support (if any) regarding international policy.International TradeIndicate which principles you support (if any) regarding international trade.,j) Should the United States increase military support for Afghanistan?,,,,,,unmapped,1,1,1001
FE9DA11141EDBCA8,2008.0,"International Aid, International Policy, and International Trade Issues",International AidIndicate which principles you support (if any) regarding international aid.International PolicyIndicate which principles you support (if any) regarding international policy.International TradeIndicate which principles you support (if any) regarding international trade.,k) Should the United States trade nuclear fuel to India for civilian purposes?,,,,,,unmapped,1,1,1001
A2B216EEE4F39FA2,2008.0,"International Aid, International Policy, and International Trade Issues",International AidIndicate which principles you support (if any) regarding international aid.International PolicyIndicate which principles you support (if any) regarding international policy.International TradeIndicate which principles you support (if any) regarding international trade.,l) Should the United States decrease financial support for Pakistan?,,,,,,unmapped,1,1,1001
78539C9424E44308,2008.0,"International Aid, International Policy, and International Trade Issues",International AidIndicate which principles you support (if any) regarding international aid.International PolicyIndicate which principles you support (if any) regarding international policy.International TradeIndicate which principles you support (if any) regarding international trade.,m) Should the United States decrease military support for Pakistan?,,,,,,unmapped,1,1,1001
D9769278B903681F,2008.0,"International Aid, International Policy, and International Trade Issues",International AidIndicate which principles you support (if any) regarding international aid.International PolicyIndicate which principles you support (if any) regarding international policy.International TradeIndicate which principles you support (if any) regarding international trade.,"n) Should the United States be involved in bringing an end to the violence in Darfur, Sudan?",,,,,,unmapped,1,1,1001
4B276970CCE00F52,2008.0,"International Aid, International Policy, and International Trade Issues",International AidIndicate which principles you support (if any) regarding international aid.International PolicyIndicate which principles you support (if any) regarding international policy.International TradeIndicate which principles you support (if any) regarding international trade.,o) Should the United States be involved in bringing an end to the violence in the Democratic Republic of Congo?,,,,,,unmapped,1,1,1001
C6A11FE329AA4A76,2008.0,"International Aid, International Policy, and International Trade Issues",International AidIndicate which principles you support (if any) regarding international aid.International PolicyIndicate which principles you support (if any) regarding international policy.International TradeIndicate which principles you support (if any) regarding international trade.,p) Should the United States provide economic and military support to the Transitional Government of Somalia?,,,,,,unmapped,1,1,1001
247122F5F7E5242B,2008.0,"International Aid, International Policy, and International Trade Issues",International AidIndicate which principles you support (if any) regarding international aid.International PolicyIndicate which principles you support (if any) regarding international policy.International TradeIndicate which principles you support (if any) regarding international trade.,q) Should the United States use sanctions to encourage the government of Zimbabwe to end its human rights abuses?,,,,,,unmapped,1,1,1001
55FB44322E2C1CAD,2008.0,"International Aid, International Policy, and International Trade Issues",International AidIndicate which principles you support (if any) regarding international aid.International PolicyIndicate which principles you support (if any) regarding international policy.International TradeIndicate which principles you support (if any) regarding international trade.,r) Should the United States support the creation of an independent nation of Kosovo?,,,,,,unmapped,1,1,1001
E3C236A7089B3495,2008.0,"International Aid, International Policy, and International Trade Issues",International AidIndicate which principles you support (if any) regarding international aid.International PolicyIndicate which principles you support (if any) regarding international policy.International TradeIndicate which principles you support (if any) regarding international trade.,a) Do you support the United States imposing economic sanctions on China?,,,,,,unmapped,1,1,1001
F07EFDAAE3C30C60,2008.0,"International Aid, International Policy, and International Trade Issues",International AidIndicate which principles you support (if any) regarding international aid.International PolicyIndicate which principles you support (if any) regarding international policy.International TradeIndicate which principles you support (if any) regarding international trade.,b) Do you support the United States imposing trade sanctions on Venezuela?,,,,,,unmapped,1,1,1001
4A4B3D781484D396,2008.0,"International Aid, International Policy, and International Trade Issues",International AidIndicate which principles you support (if any) regarding international aid.International PolicyIndicate which principles you support (if any) regarding international policy.International TradeIndicate which principles you support (if any) regarding international trade.,c) Do you support the United States involvement in free trade agreements?,,,,,,unmapped,1,1,1001
519DC59CA85DFEF1,2008.0,"International Aid, International Policy, and International Trade Issues",International AidIndicate which principles you support (if any) regarding international aid.International PolicyIndicate which principles you support (if any) regarding international policy.International TradeIndicate which principles you support (if any) regarding international trade.,d) Do you support the United States involvement in intergovernmental organizations dedicated to trade?,,,,,,unmapped,1,1,1001
38AC7A4F856F0D08,2008.0,National Security Issues,Indicate which principles you support (if any) regarding national security.,a) Do you support using military tribunals to try suspected terrorists when ordinary civilian courts are deemed inappropriate or impractical?,,,,,,unmapped,1,1,1001
604DCD466DBEB4C4,2008.0,National Security Issues,Indicate which principles you support (if any) regarding national security.,"b) Should law enforcement agencies have greater discretion to monitor domestic communications, to prevent future terrorist attacks?",,,,,,unmapped,1,1,1001
6ADF060EFF97BA32,2008.0,National Security Issues,Indicate which principles you support (if any) regarding national security.,c) Should the United States hold foreign states accountable for terrorists who operate in their country?,,,,,,unmapped,1,1,1001
4B04E884AB341228,2008.0,National Security Issues,Indicate which principles you support (if any) regarding national security.,d) Should the federal government increase funding to states and cities for homeland security?,,,,,,unmapped,1,1,1001
1F7AD1062939DB95,2008.0,National Security Issues,Indicate which principles you support (if any) regarding national security.,e) Do you support pre-emptive military strikes against countries deemed to be a threat to United States national security?,,,,,,unmapped,1,1,1001
41FC31DE5979EDD6,2008.0,National Security Issues,Indicate which principles you support (if any) regarding national security.,f) Do you support the creation of a federal identification card system?,,,,,,unmapped,1,1,1001
EF1E26062BEC47FD,2008.0,National Security Issues,Indicate which principles you support (if any) regarding national security.,g) Do you support long-term use of National Guard troops to supplement the armed forces in assignments overseas?,,,,,,unmapped,1,1,1001
3DBD2A8B94B4AD41,2008.0,National Security Issues,Indicate which principles you support (if any) regarding national security.,h) Should the United States expand its missile defense shield?,,,,,,unmapped,1,1,1001
76C5A8004B6B3D02,2008.0,Social Issues,Indicate which principles you support (if any) regarding social issues.,b) Do you support a federal constitutional amendment defining marriage as between a man and a woman?,,,,,,unmapped,1,1,1001
4AADCC6CA8F02644,2008.0,Social Issues,Indicate which principles you support (if any) regarding social issues.,c) Do you support federal funding for research on existing embryonic stem cell lines?,,,,,,unmapped,1,1,1001
DF00DD4FADA59C56,2008.0,Social Issues,Indicate which principles you support (if any) regarding social issues.,d) Do you support federal funding to create lines of stem cells from new embryos?,,,,,,unmapped,1,1,1001
4509A1805AEE4BA3,2008.0,Social Issues,Indicate which principles you support (if any) regarding social issues.,e) Should the federal government consider race and gender in government contracting decisions?,,,,,,unmapped,1,1,1001
206BC4326801E923,2008.0,Social Issues,Indicate which principles you support (if any) regarding social issues.,f) Should the federal government continue affirmative action programs?,,,,,,unmapped,1,1,1001
B44FF25DE56A9527,2008.0,Social Issues,Indicate which principles you support (if any) regarding social issues.,g) Should the federal government regulate internet gambling?,,,,,,unmapped,1,1,1001
48946939CD0FC74C,2008.0,Social Security Issues,Indicate which principles you support (if any) regarding Social Security.,a) Allow workers to invest a portion of their payroll tax in private accounts that they manage themselves.,,,,,,unmapped,1,1,1001
59B66A0F063A3300,2008.0,Social Security Issues,Indicate which principles you support (if any) regarding Social Security.,b) Ensure the viability of Social Security by increasing the payroll tax.,,,,,,unmapped,1,1,1001
714A3C6AE88BB8D2,2008.0,Social Security Issues,Indicate which principles you support (if any) regarding Social Security.,d) Support proportional increases of Social Security benefits based on the cost of living index.,,,,,,unmapped,1,1,1001
D359107A7007B76D,2008.0,Welfare and Poverty Issues,Indicate which principles you support (if any) regarding welfare and poverty.,a) Require welfare recipients to spend at least 40 hours a week in a combination of work and training programs.,,,,,,unmapped,1,1,1001
5953D893E5312612,2008.0,Welfare and Poverty Issues,Indicate which principles you support (if any) regarding welfare and poverty.,b) Continue to give states and local governments flexibility in and responsibility for welfare programs through federal block grants.,,,,,,unmapped,1,1,1001
44CDFA3AD87F5681,2016.0,Budget,,"In order to balance the budget, do you support reducing defense spending?",,,,,,unmapped,1,1,1001
D07CF0902CC0C8D7,2016.0,Campaign Finance,,Do you support the regulation of indirect campaign contributions from corporations and unions?,,,,,,unmapped,1,1,1001
