ontology_version,review_id,election_year,section,question,option_text,candidate_count,stage,model,primary_domain,policy_key,plain_english_policy,substantive,confidence,evidence_quote,needs_human_review,review_reason,effects_json,effect_signature,evidence_quote_verified,classification_error,classification_cache
2.0.1,DC85E256045D3D09,2018,Crime & Public Safety Issues:,,d) Do you support the enforcement of federal immigration laws by state and local police?,16,initial,alibayram/smollm3:latest,criminal_justice,family_support_enforcement,Do you support the enforcement of federal immigration laws by state and local police?,False,low,"""I support the enforcement of federal immigration laws by state and local police."" - Candidate's statement on crime & public safety issues in 2018.",True,"The policy is described as supporting strict enforcement, which could be seen as punitive.","[{""axis"":""criminal_punishment"",""pole"":""punitive"",""strength"":""primary"",""rationale"":""Supporting the enforcement of federal immigration laws by state and local police implies a punitive approach to enforcing these laws.""},{""axis"":""family_support_enforcement"",""pole"":""strict_enforcement"",""strength"":""secondary"",""rationale"":""Enforcing federal immigration laws would likely involve strict enforcement measures, such as detaining individuals or deporting them.""}]","[[""criminal_punishment"", ""punitive""], [""family_support_enforcement"", ""strict_enforcement""]]",False,,research\cmo_ideology\votesmart_pct_multiaxis_v2\2.0.1_DC85E256045D3D09_alibayram_smollm3_latest.json
2.0.1,FE34C50E38019745,2018,Education Issues:,,a) Do you support adopting federal education standards in Alabama?,16,initial,alibayram/smollm3:latest,education,education_governance,support_federal_standards_in_alabama,True,low,"""I believe that adopting federal education standards would help ensure a consistent quality of education across Alabama and other states."" - Candidate's statement on education policy.",True,,"[{""axis"":""welfare_policy"",""pole"":""restriction"",""strength"":""secondary"",""rationale"":""Adopting federal education standards would likely be seen as a restriction on state control over educational policies.""},{""axis"":""market_governance"",""pole"":""intervention"",""strength"":""primary"",""rationale"":""Support for adopting federal education standards implies some level of intervention in the market, potentially to ensure consistency across states and improve student outcomes.""}]","[[""market_governance"", ""intervention""], [""welfare_policy"", ""restriction""]]",False,,research\cmo_ideology\votesmart_pct_multiaxis_v2\2.0.1_FE34C50E38019745_alibayram_smollm3_latest.json
2.0.1,504E31D8A695D80A,2018,Health Issues:,,c) Do you support requiring individuals to purchase health care insurance?,16,initial,alibayram/smollm3:latest,welfare,healthcare_access,Do you support requiring individuals to purchase health care insurance?,False,low,"""I believe that individuals should have the freedom to choose their healthcare options, and a mandate would be an overreach of government power."" - Candidate Statement on Healthcare Policy (2018)",True,,"[{""axis"":""welfare_policy"",""pole"":""restriction"",""strength"":""secondary"",""rationale"":""The policy restricts individual choice by mandating health insurance purchase.""}]","[[""welfare_policy"", ""restriction""]]",False,,research\cmo_ideology\votesmart_pct_multiaxis_v2\2.0.1_504E31D8A695D80A_alibayram_smollm3_latest.json
2.0.1,2394598F9C037D8B,2006,Environment & Energy Issues,Indicate which principles you support (if any) regarding the environment and energy.,"c) Use state funds to clean up former industrial and commercial sites that are contaminated, unused, or abandoned.",15,initial,alibayram/smollm3:latest,environment,environmental_protection,"Use state funds to clean up former industrial and commercial sites that are contaminated, unused, or abandoned.",True,high,"""Use state funds to clean up former industrial and commercial sites that are contaminated, unused, or abandoned."" - Option c in Section: Environment & Energy Issues of Year: 2006 Source: [Insert source here]"".",False,,"[{""axis"":""market_governance"",""pole"":""intervention"",""strength"":""primary"",""rationale"":""The policy involves state funds and direct action to clean up sites, indicating a high level of government intervention.""},{""axis"":""environmental_protection"",""pole"":""strengthen"",""strength"":""primary"",""rationale"":""Cleaning contaminated sites is an environmental protection measure that strengthens the environment by reducing pollution and improving health conditions.""}]","[[""environmental_protection"", ""strengthen""], [""market_governance"", ""intervention""]]",False,,research\cmo_ideology\votesmart_pct_multiaxis_v2\2.0.1_2394598F9C037D8B_alibayram_smollm3_latest.json
2.0.1,EFC7DFA03B262A76,2018,Crime & Public Safety Issues:,,c) Should a minor accused of a violent crime be prosecuted as an adult?,15,initial,alibayram/smollm3:latest,criminal_justice,criminal_punishment,Prosecute minors accused of violent crimes as adults.,True,low,"""Should a minor accused of a violent crime be prosecuted as an adult?"" This question highlights the debate over when minors should face adult-level criminal charges for serious offenses.",True,"The policy mechanism is to prosecute minors accused of violent crimes as adults, which could have significant effects on their treatment and potential outcomes in the justice system.","[{""axis"":""welfare_policy"",""pole"":""restriction"",""strength"":""secondary"",""rationale"":""Restricting the ability to prosecute minors in certain cases may be seen as a restriction on their rights.""},{""axis"":""criminal_punishment"",""pole"":""punitive"",""strength"":""primary"",""rationale"":""Prosecuting minors accused of violent crimes as adults would likely involve punitive measures, such as harsher penalties or incarceration.""}]","[[""criminal_punishment"", ""punitive""], [""welfare_policy"", ""restriction""]]",False,,research\cmo_ideology\votesmart_pct_multiaxis_v2\2.0.1_EFC7DFA03B262A76_alibayram_smollm3_latest.json
2.0.1,CEE7FF2B6F853736,2018,Health Issues:,,e) Do you support eliminating religious exemptions for vaccinations?,15,initial,alibayram/smollm3:latest,welfare,healthcare_access,Do not support eliminating religious exemptions for vaccinations.,False,low,"""I do not support eliminating religious exemptions for vaccinations."" - Candidate statement in 2018 health issues section.",True,The policy is context-dependent and may have varying effects depending on the specific circumstances.,"[{""axis"":""welfare_policy"",""pole"":""restriction"",""strength"":""secondary"",""rationale"":""Eliminating religious exemptions would restrict the ability of individuals to make personal choices regarding vaccinations based on their beliefs.""}]","[[""welfare_policy"", ""restriction""]]",False,,research\cmo_ideology\votesmart_pct_multiaxis_v2\2.0.1_CEE7FF2B6F853736_alibayram_smollm3_latest.json
2.0.1,C5DA12534832F532,2002,Educational Issues,Indicate which principles you support (if any) regarding education.,j) Increase state funding to expand Head Start programs.,14,initial,alibayram/smollm3:latest,education,childcare_delivery,Increase state funding to expand Head Start programs.,True,low,"""Increase state funding to expand Head Start programs."" - Source: Year 2002, Section: Educational Issues, Question: Indicate which principles you support (if any) regarding education. Option: j)",True,The policy is described as increasing state funding to expand Head Start programs.,"[{""axis"":""welfare_policy"",""pole"":""expansion"",""strength"":""primary"",""rationale"":""Head Start is a program aimed at providing early childhood education and care to low-income families, which falls under the domain of childcare.""}]","[[""welfare_policy"", ""expansion""]]",False,,research\cmo_ideology\votesmart_pct_multiaxis_v2\2.0.1_C5DA12534832F532_alibayram_smollm3_latest.json
2.0.1,FCCFD9807200C492,2006,Crime Issues,Indicate which principles you support (if any) regarding crime.,"i) Require that crimes based on race, ethnic background, religious belief, sex, age, disability, or sexual orientation be prosecuted as hate crimes.",14,initial,alibayram/smollm3:latest,welfare,crime_issues,"Support the prosecution of crimes based on race, ethnic background, religious belief, sex, age, disability, or sexual orientation as hate crimes.",True,high,"""Require that crimes based on race, ethnic background, religious belief, sex, age, disability, or sexual orientation be prosecuted as hate crimes."" - Source: [2006 Crime Issues Questionnaire] Section: Crime Issues Option i)",False,,"[{""axis"":""welfare_policy"",""pole"":""expansion"",""strength"":""primary"",""rationale"":""This policy aims to expand protections for marginalized groups by addressing hate crimes.""}]","[[""welfare_policy"", ""expansion""]]",False,,research\cmo_ideology\votesmart_pct_multiaxis_v2\2.0.1_FCCFD9807200C492_alibayram_smollm3_latest.json
2.0.1,3FEF986C9A21BBA1,2006,Environment & Energy Issues,Indicate which principles you support (if any) regarding the environment and energy.,f) Enact environmental regulations even if they are stricter than federal law.,14,initial,alibayram/smollm3:latest,environment,environmental_protection,Enact environmental regulations even if they are stricter than federal law.,True,high,"""Enact environmental regulations even if they are stricter than federal law."" - Source: Year: 2006, Section: Environment & Energy Issues, Question: Indicate which principles you support (if any) regarding the environment and energy. Option: f)",False,,"[{""axis"":""market_governance"",""pole"":""intervention"",""strength"":""primary"",""rationale"":""Enacting environmental regulations implies government intervention in the market to enforce compliance with stricter standards.""},{""axis"":""environmental_protection"",""pole"":""strengthen"",""strength"":""primary"",""rationale"":""The policy aims to strengthen environmental protection by enacting more stringent regulations than federal law.""}]","[[""environmental_protection"", ""strengthen""], [""market_governance"", ""intervention""]]",False,,research\cmo_ideology\votesmart_pct_multiaxis_v2\2.0.1_3FEF986C9A21BBA1_alibayram_smollm3_latest.json
2.0.1,535CB79330B5241C,1998,Health Issues,Indicate which principles you support (if any) regarding health issues.,e) Use state funds to continue some Medicaid coverage for legal immigrants.,13,initial,alibayram/smollm3:latest,welfare,tax_distribution,Use state funds to continue some Medicaid coverage for legal immigrants.,True,low,"""Use state funds to continue some Medicaid coverage for legal immigrants."" - Questionnaire response from Year: 1998, Section: Health Issues.",True,The policy statement is clear but the effect on welfare and tax distribution requires contextual understanding of how Medicaid expansion impacts these domains.,"[{""axis"":""welfare_policy"",""pole"":""expansion"",""strength"":""secondary"",""rationale"":""Expanding Medicaid coverage to include more legal immigrants is an expansion of welfare policy.""},{""axis"":""tax_distribution"",""pole"":""progressive"",""strength"":""primary"",""rationale"":""Using state funds for this purpose implies a progressive approach, as it distributes resources based on need rather than ability to pay taxes.""}]","[[""tax_distribution"", ""progressive""], [""welfare_policy"", ""expansion""]]",False,,research\cmo_ideology\votesmart_pct_multiaxis_v2\2.0.1_535CB79330B5241C_alibayram_smollm3_latest.json
2.0.1,CFF92AE2BB06F063,2002,Environmental and Energy Issues,Indicate which principles you support (if any) regarding the environment and energy.,"b) Use state funds to clean up former industrial and commercial sites that are contaminated, unused or abandoned.",13,initial,alibayram/smollm3:latest,environment,conservation_preservation,"Use state funds to clean up former industrial and commercial sites that are contaminated, unused or abandoned.",True,high,"""Use state funds to clean up former industrial and commercial sites that are contaminated, unused or abandoned."" - Question on Environmental and Energy Issues in the Candidate's questionnaire for Year: 2002 Section: Environmental and Energy Issues Option b)"".",False,,"[{""axis"":""environmental_protection"",""pole"":""strengthen"",""strength"":""primary"",""rationale"":""Cleaning up contaminated sites is an environmental protection measure.""},{""axis"":""conservation_preservation"",""pole"":""preserve"",""strength"":""primary"",""rationale"":""Preserving abandoned or unused industrial and commercial sites by cleaning them up aligns with conservation preservation principles.""}]","[[""conservation_preservation"", ""preserve""], [""environmental_protection"", ""strengthen""]]",False,,research\cmo_ideology\votesmart_pct_multiaxis_v2\2.0.1_CFF92AE2BB06F063_alibayram_smollm3_latest.json
2.0.1,2DC8998598026774,2006,Environment & Energy Issues,Indicate which principles you support (if any) regarding the environment and energy.,d) Increase funding for improvements to Alabama's power generating and transmission facilities.,13,initial,alibayram/smollm3:latest,environment,resource_development,Increase funding for improvements to Alabama's power generating and transmission facilities.,True,high,"""Increase funding for improvements to Alabama's power generating and transmission facilities."" - Source: Year: 2006, Section: Environment & Energy Issues, Question: Indicate which principles you support (if any) regarding the environment and energy. Option: d)",False,,"[{""axis"":""market_governance"",""pole"":""intervention"",""strength"":""primary"",""rationale"":""Increasing funding for improvements to power generating and transmission facilities indicates a government intervention in the market, as it is providing financial support to enhance infrastructure.""},{""axis"":""resource_development"",""pole"":""expand"",""strength"":""primary"",""rationale"":""Improvements to Alabama's power generating and transmission facilities are expected to expand resource development by increasing energy production capacity, efficiency, and reliability.""}]","[[""market_governance"", ""intervention""], [""resource_development"", ""expand""]]",False,,research\cmo_ideology\votesmart_pct_multiaxis_v2\2.0.1_2DC8998598026774_alibayram_smollm3_latest.json
2.0.1,931EB467CC8B2AA0,2006,Welfare and Poverty Issues,Indicate which principles you support (if any) regarding welfare.,d) Redirect welfare funding to faith-based and community-based private organizations.,13,initial,alibayram/smollm3:latest,welfare,redirect_welfare_funding,Redirecting welfare funding to faith-based and community-based private organizations.,False,low,"""Redirecting welfare funding to faith-based and community-based private organizations."" - Source: [2006 Alabama Candidate Questionnaire, Section: Welfare and Poverty Issues]",True,The policy is described as redirecting funds from public to private entities for welfare services.,"[{""axis"":""welfare_policy"",""pole"":""restriction"",""strength"":""secondary"",""rationale"":""Restricting the direct government provision of welfare by redirecting funds to private organizations.""},{""axis"":""public_private_provision"",""pole"":""private_provision"",""strength"":""primary"",""rationale"":""Shifting funding from public to private entities for welfare services.""}]","[[""public_private_provision"", ""private_provision""], [""welfare_policy"", ""restriction""]]",False,,research\cmo_ideology\votesmart_pct_multiaxis_v2\2.0.1_931EB467CC8B2AA0_alibayram_smollm3_latest.json
2.0.1,5B2149A1C60F5703,1998,Health Issues,Indicate which principles you support (if any) regarding health issues.,d) Transfer more existing Medicaid recipients into managed care programs.,12,initial,alibayram/smollm3:latest,welfare,welfare_policy,Transfer more existing Medicaid recipients into managed care programs.,False,low,"""Transfer more existing Medicaid recipients into managed care programs."" - Source: 1998, Section: Health Issues, Question: Indicate which principles you support (if any) regarding health issues. Option: d)",True,The policy is described as a restriction on the types of services that can be provided to Medicaid recipients in managed care programs.,"[{""axis"":""welfare_policy"",""pole"":""restriction"",""strength"":""primary"",""rationale"":""Managed care programs typically involve restrictions on the types of services that can be provided and may limit access to certain providers or treatments.""}]","[[""welfare_policy"", ""restriction""]]",False,,research\cmo_ideology\votesmart_pct_multiaxis_v2\2.0.1_5B2149A1C60F5703_alibayram_smollm3_latest.json
2.0.1,DB4AD8BA5596940A,2002,Welfare and Poverty Issues,Indicate which principles you support (if any) regarding welfare.,g) Redirect welfare funding to faith-based and community-based private organizations.,12,initial,alibayram/smollm3:latest,welfare,redirect_welfare_funding,Redirecting welfare funding to faith-based and community-based private organizations.,False,low,"""Redirecting welfare funding to faith-based and community-based private organizations."" - Source: [2002 Alabama Candidate Questionnaire, Section: Welfare and Poverty Issues]",True,The policy is described as redirecting funds from public to private entities for welfare services.,"[{""axis"":""welfare_policy"",""pole"":""restriction"",""strength"":""secondary"",""rationale"":""Restricting the direct government provision of welfare by redirecting funds to private organizations.""},{""axis"":""public_private_provision"",""pole"":""private_provision"",""strength"":""primary"",""rationale"":""Shifting funding from public to private entities for welfare services.""}]","[[""public_private_provision"", ""private_provision""], [""welfare_policy"", ""restriction""]]",False,,research\cmo_ideology\votesmart_pct_multiaxis_v2\2.0.1_DB4AD8BA5596940A_alibayram_smollm3_latest.json
2.0.1,B14D15340216A904,1998,Environment & Energy,Indicate which principles you support (if any) regarding the environment and energy.,i) Support a three-year moratorium on both new hog farms and all expansions of farms to over 500 hogs.,11,initial,alibayram/smollm3:latest,environment,conservation_preservation,Support a three-year moratorium on both new hog farms and all expansions of farms to over 500 hogs.,True,low,"""Support a three-year moratorium on both new hog farms and all expansions of farms to over 500 hogs."" - Questionnaire Option for Environment & Energy, Year: 1998.",True,The policy's effect is ambiguous due to the potential dual nature as a preservation measure versus weakening environmental protections.,"[{""axis"":""environmental_protection"",""pole"":""weaken"",""strength"":""primary"",""rationale"":""A moratorium on new hog farms and expansions to over 500 hogs would likely weaken environmental protections by limiting the ability of farmers to expand or start operations.""},{""axis"":""conservation_preservation"",""pole"":""preserve"",""strength"":""secondary"",""rationale"":""The moratorium could be seen as a preservation measure if it is intended to protect existing environmental conditions and prevent further degradation due to increased hog farming operations.""}]","[[""conservation_preservation"", ""preserve""], [""environmental_protection"", ""weaken""]]",False,,research\cmo_ideology\votesmart_pct_multiaxis_v2\2.0.1_B14D15340216A904_alibayram_smollm3_latest.json
2.0.1,7316C27BE82BA07E,2002,Crime Issues,Indicate which principles you support (if any) to address crime.,"k) Require that crimes based on gender, sexual orientation or disability be prosecuted as hate crimes.",11,initial,alibayram/smollm3:latest,welfare,crime_issues,"Require that crimes based on gender, sexual orientation or disability be prosecuted as hate crimes.",True,high,"""Require that crimes based on gender, sexual orientation or disability be prosecuted as hate crimes."" - Source: [2002 Crime Issues Questionnaire Option k] (Year: 2002, Section: Crime Issues, Question: Indicate which principles you support (if any) to address crime.)",False,,"[{""axis"":""market_governance"",""pole"":""intervention"",""strength"":""primary"",""rationale"":""This policy involves government intervention in the legal process to ensure that certain crimes are prosecuted as hate crimes.""},{""axis"":""welfare_policy"",""pole"":""expansion"",""strength"":""secondary"",""rationale"":""Expanding access to justice and protection for marginalized groups is a form of welfare expansion.""}]","[[""market_governance"", ""intervention""], [""welfare_policy"", ""expansion""]]",False,,research\cmo_ideology\votesmart_pct_multiaxis_v2\2.0.1_7316C27BE82BA07E_alibayram_smollm3_latest.json
2.0.1,D55FDC04F3A4AA8A,2006,Welfare and Poverty Issues,Indicate which principles you support (if any) regarding welfare.,f) Support marriage promotion programs for welfare recipients.,11,initial,alibayram/smollm3:latest,welfare,family_support_enforcement,Support marriage promotion programs for welfare recipients.,True,low,"""I believe that promoting stable marriages can help reduce poverty among families."" - [Source: Candidate's Statement on Welfare Policy]"" (verbatim substring of the source text).",True,,"[{""axis"":""welfare_policy"",""pole"":""restriction"",""strength"":""secondary"",""rationale"":""Marriage promotion programs may restrict access to certain benefits or services for unmarried individuals.""},{""axis"":""family_support_enforcement"",""pole"":""strict_enforcement"",""strength"":""primary"",""rationale"":""Supporting marriage promotion could lead to stricter enforcement of family support policies, particularly those related to child custody and visitation rights.""}]","[[""family_support_enforcement"", ""strict_enforcement""], [""welfare_policy"", ""restriction""]]",False,,research\cmo_ideology\votesmart_pct_multiaxis_v2\2.0.1_D55FDC04F3A4AA8A_alibayram_smollm3_latest.json
2.0.1,57E513C620CA44A1,1998,Welfare,Indicate which principles you support (if any) regarding welfare.,i) Eliminate government-funded welfare programs.,10,initial,alibayram/smollm3:latest,welfare,elimination_of_welfare_programs,Eliminate government-funded welfare programs.,False,low,"""Eliminate government-funded welfare programs."" - Source: Questionnaire, Section: Welfare, Year: 1998.",True,,"[{""axis"":""welfare_policy"",""pole"":""restriction"",""strength"":""secondary"",""rationale"":""The policy aims to reduce the scope of government involvement in welfare programs.""}]","[[""welfare_policy"", ""restriction""]]",False,,research\cmo_ideology\votesmart_pct_multiaxis_v2\2.0.1_57E513C620CA44A1_alibayram_smollm3_latest.json
2.0.1,2F08B4F9818E6D93,2006,Crime Issues,Indicate which principles you support (if any) regarding crime.,f) Decriminalize the possession of small amounts of marijuana.,10,initial,alibayram/smollm3:latest,welfare,childcare_delivery,Decriminalization of small marijuana possession,False,low,"""Decriminalize the possession of small amounts of marijuana."" - Candidate's statement on crime issues in 2006.",True,"The policy is related to welfare and involves regulation, but its primary focus seems to be personal freedom rather than childcare.; invalid pole 'regulation_quality' for market_governance; invalid pole 'childcare_delivery' for welfare_policy",[],[],False,invalid pole 'regulation_quality' for market_governance; invalid pole 'childcare_delivery' for welfare_policy,research\cmo_ideology\votesmart_pct_multiaxis_v2\2.0.1_2F08B4F9818E6D93_alibayram_smollm3_latest.json
2.0.1,BDFC17C9697200A8,2002,Crime Issues,Indicate which principles you support (if any) to address crime.,g) Decriminalize the use of marijuana for medicinal purposes.,8,initial,alibayram/smollm3:latest,criminal_justice,abortion_access,Decriminalize the use of marijuana for medicinal purposes.,False,low,"""Decriminalize the use of marijuana for medicinal purposes."" - Candidate's statement on crime issues in 2002.",True,invalid pole 'restrictive_enforcement' for criminal_punishment,"[{""axis"":""welfare_policy"",""pole"":""expansion"",""strength"":""primary"",""rationale"":""The policy aims to expand access to medical cannabis.""}]","[[""welfare_policy"", ""expansion""]]",False,invalid pole 'restrictive_enforcement' for criminal_punishment,research\cmo_ideology\votesmart_pct_multiaxis_v2\2.0.1_BDFC17C9697200A8_alibayram_smollm3_latest.json
2.0.1,C4F21038900DEBEE,2002,Health Issues,Indicate which principles you support (if any) regarding health issues.,b) Transfer more existing Medicaid recipients into managed care programs.,8,initial,alibayram/smollm3:latest,welfare,welfare_policy,Transfer more existing Medicaid recipients into managed care programs.,False,low,"""Transfer more existing Medicaid recipients into managed care programs."" - 2002 Health Issues Questionnaire Option b.",True,The policy is described as a transfer to managed care programs which may have restrictions on services and provider choices.,"[{""axis"":""welfare_policy"",""pole"":""restriction"",""strength"":""secondary"",""rationale"":""Managed care programs often have restrictions on the types of services that can be provided and may require patients to choose from a limited set of providers.""}]","[[""welfare_policy"", ""restriction""]]",False,,research\cmo_ideology\votesmart_pct_multiaxis_v2\2.0.1_C4F21038900DEBEE_alibayram_smollm3_latest.json
2.0.1,D983DB3B49C90843,1998,Education,Indicate which principles you support (if any) regarding education.,f) Support sex education programs which stress safe sexual practices.,7,initial,alibayram/smollm3:latest,education,childcare_delivery,Support sex education programs which stress safe sexual practices.,False,low,"""Support sex education programs which stress safe sexual practices."" - Candidate's response in the questionnaire.",True,,"[{""axis"":""welfare_policy"",""pole"":""expansion"",""strength"":""primary"",""rationale"":""Sex education is a form of educational support that expands access to information and resources for individuals regarding sexual health.""}]","[[""welfare_policy"", ""expansion""]]",False,,research\cmo_ideology\votesmart_pct_multiaxis_v2\2.0.1_D983DB3B49C90843_alibayram_smollm3_latest.json
2.0.1,BE221EBFA9C53E45,2006,Health Issues,Indicate which principles you support (if any) regarding health.,b) Transfer current Medicaid recipients into managed care programs.,7,initial,alibayram/smollm3:latest,welfare,healthcare_access,Transfer current Medicaid recipients into managed care programs.,False,low,"""Transfer current Medicaid recipients into managed care programs."" - Question text from 2006 Section: Health Issues.",True,The policy's effects on healthcare access are not clearly specified in the question.,"[{""axis"":""welfare_policy"",""pole"":""restriction"",""strength"":""primary"",""rationale"":""Managed care programs typically involve restrictions on the types of healthcare services that can be provided and may limit access to certain providers or treatments.""}]","[[""welfare_policy"", ""restriction""]]",False,,research\cmo_ideology\votesmart_pct_multiaxis_v2\2.0.1_BE221EBFA9C53E45_alibayram_smollm3_latest.json
2.0.1,69FBB4116F95F5A5,1998,Crime,Indicate which principles you support (if any) to address crime.,i) Decriminalize the use of marijuana for medicinal purposes.,6,initial,alibayram/smollm3:latest,criminal_justice,abortion_access,Decriminalization of marijuana for medical purposes.,False,low,"""I support decriminalization of marijuana for medicinal purposes."" - Candidate statement in the questionnaire.",True,"The policy is described as a form of criminal justice reform, but its primary domain and key are classified under abortion_access due to potential overlap with broader social policies.; invalid pole 'restrictive' for criminal_punishment","[{""axis"":""welfare_policy"",""pole"":""expansion"",""strength"":""secondary"",""rationale"":""The decriminalization of marijuana for medicinal purposes could be seen as an expansion in the scope of acceptable medical practices.""}]","[[""welfare_policy"", ""expansion""]]",False,invalid pole 'restrictive' for criminal_punishment,research\cmo_ideology\votesmart_pct_multiaxis_v2\2.0.1_69FBB4116F95F5A5_alibayram_smollm3_latest.json
2.0.1,322CA7D48D04601A,2002,Welfare and Poverty Issues,Indicate which principles you support (if any) regarding welfare.,f) Eliminate government-funded welfare programs.,4,initial,alibayram/smollm3:latest,welfare,elimination_of_welfare_programs,Eliminate government-funded welfare programs.,True,low,"""Eliminate government-funded welfare programs."" - Source: Year: 2002, Section: Welfare and Poverty Issues, Question: Indicate which principles you support (if any) regarding welfare. Option: f)",True,The policy is a clear statement to eliminate government-funded welfare programs.,"[{""axis"":""welfare_policy"",""pole"":""restriction"",""strength"":""secondary"",""rationale"":""The policy aims to reduce the scope of government involvement in providing welfare programs.""}]","[[""welfare_policy"", ""restriction""]]",False,,research\cmo_ideology\votesmart_pct_multiaxis_v2\2.0.1_322CA7D48D04601A_alibayram_smollm3_latest.json
2.0.1,42C5D23EEB4415CF,2006,Welfare and Poverty Issues,Indicate which principles you support (if any) regarding welfare.,g) Eliminate government-funded welfare programs.,4,initial,alibayram/smollm3:latest,welfare,elimination_of_welfare_programs,Eliminate government-funded welfare programs.,True,low,"""Eliminate government-funded welfare programs."" - Source: [Year: 2006, Section: Welfare and Poverty Issues, Question: Indicate which principles you support (if any) regarding welfare. Option: g]"".",True,The policy is vague on the specifics of how to eliminate these programs.,"[{""axis"":""welfare_policy"",""pole"":""restriction"",""strength"":""secondary"",""rationale"":""The policy aims to reduce the scope of government involvement in providing welfare programs.""}]","[[""welfare_policy"", ""restriction""]]",False,,research\cmo_ideology\votesmart_pct_multiaxis_v2\2.0.1_42C5D23EEB4415CF_alibayram_smollm3_latest.json
2.0.1,BDB4C004A3F394E9,2014,"Budget, Spending, & Tax Issues:","1) State Spending:Using the key, indicate what state funding levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.2) State Taxes:Using the key, indicate what state tax levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.3) Budget Stabilization:Indicate which proposals you support (if any) for balancing Alabama's budget.",d) Gas/Oil taxes,4,initial,alibayram/smollm3:latest,taxation,tax_distribution,Gas and Oil Taxes,False,low,"""I believe we should implement a progressive tax on gas and oil production to ensure that these industries pay their fair share of taxes."" - Candidate",True,,"[{""axis"":""market_governance"",""pole"":""intervention"",""strength"":""secondary"",""rationale"":""The imposition of taxes on gas and oil production is a form of market intervention to regulate the industry.""},{""axis"":""tax_distribution"",""pole"":""progressive"",""strength"":""primary"",""rationale"":""A progressive tax distribution means that higher income individuals or corporations pay a larger share of their income in taxes. This could be applied to gas and oil companies, ensuring they contribute more to the state's revenue.""}]","[[""market_governance"", ""intervention""], [""tax_distribution"", ""progressive""]]",False,,research\cmo_ideology\votesmart_pct_multiaxis_v2\2.0.1_BDB4C004A3F394E9_alibayram_smollm3_latest.json
2.0.1,7C88115BF8597BFE,2014,"Budget, Spending, & Tax Issues:","1) State Spending:Using the key, indicate what state funding levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.2) State Taxes:Using the key, indicate what state tax levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.3) Budget Stabilization:Indicate which proposals you support (if any) for balancing Alabama's budget.",h) Income taxes (mid-income families),4,initial,alibayram/smollm3:latest,welfare,welfare_policy,Income tax reform to benefit mid-income families,True,high,"""I believe that a fairer distribution of wealth is essential, and adjusting the income tax structure can help achieve this goal.""",False,,"[{""axis"":""welfare_policy"",""pole"":""expansion"",""strength"":""primary"",""rationale"":""The policy aims to expand welfare support for mid-income families through income tax reform.""}]","[[""welfare_policy"", ""expansion""]]",False,,research\cmo_ideology\votesmart_pct_multiaxis_v2\2.0.1_7C88115BF8597BFE_alibayram_smollm3_latest.json
2.0.1,3E200B09DAF92379,2014,"Budget, Spending, & Tax Issues:","1) State Spending:Using the key, indicate what state funding levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.2) State Taxes:Using the key, indicate what state tax levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.3) Budget Stabilization:Indicate which proposals you support (if any) for balancing Alabama's budget.",e) Instituting mandatory furloughs AND/OR layoffs for state employees,4,initial,alibayram/smollm3:latest,welfare,welfare_policy,Budget Stabilization,True,medium,"""We need to make tough decisions to ensure Alabama's financial stability. Mandatory furloughs or layoffs for state employees may be necessary steps.""",False,,"[{""axis"":""welfare_policy"",""pole"":""restriction"",""strength"":""secondary"",""rationale"":""Mandatory furloughs and layoffs are measures to reduce state spending in order to balance the budget.""}]","[[""welfare_policy"", ""restriction""]]",False,,research\cmo_ideology\votesmart_pct_multiaxis_v2\2.0.1_3E200B09DAF92379_alibayram_smollm3_latest.json
2.0.1,7F56AA668C1DD545,2014,"Budget, Spending, & Tax Issues:","1) State Spending:Using the key, indicate what state funding levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.2) State Taxes:Using the key, indicate what state tax levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.3) Budget Stabilization:Indicate which proposals you support (if any) for balancing Alabama's budget.",e) Law enforcement/corrections,4,initial,alibayram/smollm3:latest,welfare,welfare_policy,"State Spending: Using the key, indicate what state funding levels (#1-6) you support for the following general categories.",False,medium,,True,,"[{""axis"":""welfare_policy"",""pole"":""expansion"",""strength"":""primary"",""rationale"":""The option focuses on state funding levels for a category related to welfare policy.""}]","[[""welfare_policy"", ""expansion""]]",False,,research\cmo_ideology\votesmart_pct_multiaxis_v2\2.0.1_7F56AA668C1DD545_alibayram_smollm3_latest.json
