election_year,section,question,option_text,policy_key,dimension,affirmative_direction,coding_confidence,response_mode,coding_status
2008.0,Education Issues,Indicate which principles you support (if any) regarding education.,b) Allow parents to use vouchers to send their children to any public school.,education_vouchers,education_position,1.0,medium,binary,rule_mapped
2008.0,Education Issues,Indicate which principles you support (if any) regarding education.,c) Allow parents to use vouchers to send their children to any private or religious school.,education_vouchers,education_position,1.0,medium,binary,rule_mapped
2008.0,Education Issues,Indicate which principles you support (if any) regarding education.,d) Allow teachers and professionals to receive federal funding to establish charter or magnet schools.,,,,,,unmapped
2008.0,Education Issues,Indicate which principles you support (if any) regarding education.,e) Increase funding for the Pell Grant program.,,,,,,unmapped
2008.0,Education Issues,Indicate which principles you support (if any) regarding education.,f) Decrease interest rates of Stafford Loans.,,,,,,unmapped
2008.0,Education Issues,Indicate which principles you support (if any) regarding education.,g) Support federal tax incentives to help families save for college.,,,,,,unmapped
2008.0,Education Issues,Indicate which principles you support (if any) regarding education.,h) Ban university financial aid officers from owning stock in or accepting gifts from student loan lenders.,,,,,,unmapped
2008.0,Education Issues,Indicate which principles you support (if any) regarding education.,i) Require universities to disclose financial relationships with lenders.,,,,,,unmapped
2008.0,Education Issues,Indicate which principles you support (if any) regarding education.,j) Support federal education standards and testing requirements for K-12 students (No Child Left Behind).,,,,,,unmapped
2008.0,Education Issues,Indicate which principles you support (if any) regarding education.,k) Eliminate all federal education standards and testing requirements for K-12 students (No Child Left Behind).,,,,,,unmapped
2008.0,Education Issues,Indicate which principles you support (if any) regarding education.,l) Other or expanded principles,open_ended_other,non_scorable,,high,,non_scorable
2008.0,Employment Issues,Indicate which principles you support (if any) regarding employment.,a) Increase funding for national job-training programs that retrain displaced workers or teach skills needed in todays job market.,,,,,,unmapped
2008.0,Employment Issues,Indicate which principles you support (if any) regarding employment.,b) Reduce government regulation of the private sector.,,,,,,unmapped
2008.0,Employment Issues,Indicate which principles you support (if any) regarding employment.,"c) Encourage employers to offer child care services, flex-time scheduling, comp-time, and unpaid leave for family emergencies.",,,,,,unmapped
2008.0,Employment Issues,Indicate which principles you support (if any) regarding employment.,d) Increase the federal minimum wage.,,,,,,unmapped
2008.0,Employment Issues,Indicate which principles you support (if any) regarding employment.,e) Support the right of workers to unionize.,,,,,,unmapped
2008.0,Employment Issues,Indicate which principles you support (if any) regarding employment.,f) Eliminate all federal programs designed to reduce unemployment.,,,,,,unmapped
2008.0,Employment Issues,Indicate which principles you support (if any) regarding employment.,g) Include sexual orientation in federal anti-discrimination laws.,social_sexual_orientation_protection,social_ideology,-1.0,high,binary,rule_mapped
2008.0,Employment Issues,Indicate which principles you support (if any) regarding employment.,h) Include gender identity in federal anti-discrimination laws.,,,,,,unmapped
2008.0,Employment Issues,Indicate which principles you support (if any) regarding employment.,i) Other or expanded principles,open_ended_other,non_scorable,,high,,non_scorable
2008.0,Environment and Energy Issues,Indicate which principles you support (if any) regarding the environment and energy.,a) Strengthen the regulation and enforcement of the Clean Water Act.,,,,,,unmapped
2008.0,Environment and Energy Issues,Indicate which principles you support (if any) regarding the environment and energy.,b) Strengthen the regulation and enforcement of the Clean Air Act.,,,,,,unmapped
2008.0,Environment and Energy Issues,Indicate which principles you support (if any) regarding the environment and energy.,"c) Support increased development of traditional energy resources (e.g. coal, natural gas, oil).",,,,,,unmapped
2008.0,Environment and Energy Issues,Indicate which principles you support (if any) regarding the environment and energy.,"d) Strengthen emission controls on all gasoline and diesel-powered engines, including cars, trucks, and sport utility vehicles.",,,,,,unmapped
2008.0,Environment and Energy Issues,Indicate which principles you support (if any) regarding the environment and energy.,"e) Strengthen fuel efficiency standards on all gasoline and diesel-powered engines, including cars, trucks, and sport utility vehicles.",,,,,,unmapped
2008.0,Environment and Energy Issues,Indicate which principles you support (if any) regarding the environment and energy.,f) Support domestic oil exploration in areas that are currently restricted.,,,,,,unmapped
2008.0,Environment and Energy Issues,Indicate which principles you support (if any) regarding the environment and energy.,g) Encourage further development and use of alternative fuels.,,,,,,unmapped
2008.0,Environment and Energy Issues,Indicate which principles you support (if any) regarding the environment and energy.,h) Support the use of ethanol as an alternative fuel.,,,,,,unmapped
2008.0,Environment and Energy Issues,Indicate which principles you support (if any) regarding the environment and energy.,i) Support research and development of nuclear reactors as an alternative energy source.,,,,,,unmapped
2008.0,Environment and Energy Issues,Indicate which principles you support (if any) regarding the environment and energy.,"j) Allow energy producers to trade pollution credits under ""cap and trade"" laws.",,,,,,unmapped
2008.0,Environment and Energy Issues,Indicate which principles you support (if any) regarding the environment and energy.,k) Support international mandatory emission targets to limit global warming.,,,,,,unmapped
2008.0,Environment and Energy Issues,Indicate which principles you support (if any) regarding the environment and energy.,l) Support international voluntary emission targets to limit global warming.,,,,,,unmapped
2008.0,Environment and Energy Issues,Indicate which principles you support (if any) regarding the environment and energy.,m) Other or expanded principles,open_ended_other,non_scorable,,high,,non_scorable
2008.0,Gun Issues,"Indicate which principles you support (if any) regarding guns.On (c) and (d), indicate what levels (#1-6) you support for the following categories.",a) Allow individuals to carry concealed guns.,guns_concealed_carry,guns_position,1.0,high,binary,rule_mapped
2008.0,Gun Issues,"Indicate which principles you support (if any) regarding guns.On (c) and (d), indicate what levels (#1-6) you support for the following categories.","b) Ban the sale, ownership or possession of handguns except by law enforcement and other government officials.",,,,,,unmapped
2008.0,Gun Issues,"Indicate which principles you support (if any) regarding guns.On (c) and (d), indicate what levels (#1-6) you support for the following categories.",c) Enforcement of existing restrictions on the purchase and possession of guns.,guns_restrictions,guns_position,-1.0,high,binary,rule_mapped
2008.0,Gun Issues,"Indicate which principles you support (if any) regarding guns.On (c) and (d), indicate what levels (#1-6) you support for the following categories.",d) Restrictions on the purchase and possession of guns.,guns_restrictions,guns_position,-1.0,high,binary,rule_mapped
2008.0,Gun Issues,"Indicate which principles you support (if any) regarding guns.On (c) and (d), indicate what levels (#1-6) you support for the following categories.",e) Other or expanded principles,open_ended_other,non_scorable,,high,,non_scorable
2008.0,Health Issues,Indicate which principles you support (if any) regarding health.,"a) Implement a universal healthcare program to guarantee coverage to all Americans, regardless of income.",,,,,,unmapped
2008.0,Health Issues,Indicate which principles you support (if any) regarding health.,b) Expand eligibility for tax-free medical savings accounts.,,,,,,unmapped
2008.0,Health Issues,Indicate which principles you support (if any) regarding health.,c) Allow the importation of prescription drugs into the United States.,,,,,,unmapped
2008.0,Health Issues,Indicate which principles you support (if any) regarding health.,d) Support expanding prescription drug coverage under Medicare.,,,,,,unmapped
2008.0,Health Issues,Indicate which principles you support (if any) regarding health.,e) Offer tax credits to individuals and small businesses to offset the cost of insurance coverage.,,,,,,unmapped
2008.0,Health Issues,Indicate which principles you support (if any) regarding health.,f) Support expanding child healthcare programs.,,,,,,unmapped
2008.0,Health Issues,Indicate which principles you support (if any) regarding health.,g) Providing healthcare is not a responsibility of the federal government.,,,,,,unmapped
2008.0,Health Issues,Indicate which principles you support (if any) regarding health.,h) Other or expanded principles,open_ended_other,non_scorable,,high,,non_scorable
2008.0,Immigration Issues,Indicate which principles you support (if any) regarding immigration.,a) Decrease the number of legal immigrants allowed into the country.,,,,,,unmapped
2008.0,Immigration Issues,Indicate which principles you support (if any) regarding immigration.,b) Establish English as the official national language.,,,,,,unmapped
2008.0,Immigration Issues,Indicate which principles you support (if any) regarding immigration.,c) Support a temporary worker program.,,,,,,unmapped
2008.0,Immigration Issues,Indicate which principles you support (if any) regarding immigration.,d) Support harsher financial punishments for those who knowingly employ illegal immigrants.,,,,,,unmapped
2008.0,Immigration Issues,Indicate which principles you support (if any) regarding immigration.,e) Support amnesty for illegal immigrants already working in the United States.,,,,,,unmapped
2008.0,Immigration Issues,Indicate which principles you support (if any) regarding immigration.,f) Illegal immigrants should have to return to their countries of origin before being considered for citizenship.,,,,,,unmapped
2008.0,Immigration Issues,Indicate which principles you support (if any) regarding immigration.,g) Illegal immigrants should be given a pathway to citizenship.,,,,,,unmapped
2008.0,Immigration Issues,Indicate which principles you support (if any) regarding immigration.,h) Support merit-based visas over family-based visas.,,,,,,unmapped
2008.0,Immigration Issues,Indicate which principles you support (if any) regarding immigration.,i) Other or expanded principles,open_ended_other,non_scorable,,high,,non_scorable
2008.0,"International Aid, International Policy, and International Trade Issues",International AidIndicate which principles you support (if any) regarding international aid.International PolicyIndicate which principles you support (if any) regarding international policy.International TradeIndicate which principles you support (if any) regarding international trade.,a) Support the United States granting aid to countries when extraordinary circumstances cause disaster and threaten civilian lives.,,,,,,unmapped
2008.0,"International Aid, International Policy, and International Trade Issues",International AidIndicate which principles you support (if any) regarding international aid.International PolicyIndicate which principles you support (if any) regarding international policy.International TradeIndicate which principles you support (if any) regarding international trade.,b) Support the United States granting aid to countries when it is in the security interests of the United States.,,,,,,unmapped
2008.0,"International Aid, International Policy, and International Trade Issues",International AidIndicate which principles you support (if any) regarding international aid.International PolicyIndicate which principles you support (if any) regarding international policy.International TradeIndicate which principles you support (if any) regarding international trade.,c) Eliminate United States aid for any nation with documented human rights abuses.,,,,,,unmapped
2008.0,"International Aid, International Policy, and International Trade Issues",International AidIndicate which principles you support (if any) regarding international aid.International PolicyIndicate which principles you support (if any) regarding international policy.International TradeIndicate which principles you support (if any) regarding international trade.,d) Aid granted by the United States should be scaled back and eventually eliminated.,,,,,,unmapped
2008.0,"International Aid, International Policy, and International Trade Issues",International AidIndicate which principles you support (if any) regarding international aid.International PolicyIndicate which principles you support (if any) regarding international policy.International TradeIndicate which principles you support (if any) regarding international trade.,e) Other or expanded principles,open_ended_other,non_scorable,,high,,non_scorable
2008.0,"International Aid, International Policy, and International Trade Issues",International AidIndicate which principles you support (if any) regarding international aid.International PolicyIndicate which principles you support (if any) regarding international policy.International TradeIndicate which principles you support (if any) regarding international trade.,a) Should the United States continue to provide leadership in the Israeli-Palestinian peace process?,,,,,,unmapped
2008.0,"International Aid, International Policy, and International Trade Issues",International AidIndicate which principles you support (if any) regarding international aid.International PolicyIndicate which principles you support (if any) regarding international policy.International TradeIndicate which principles you support (if any) regarding international trade.,b) Should the United States support the creation of a Palestinian state?,,,,,,unmapped
2008.0,"International Aid, International Policy, and International Trade Issues",International AidIndicate which principles you support (if any) regarding international aid.International PolicyIndicate which principles you support (if any) regarding international policy.International TradeIndicate which principles you support (if any) regarding international trade.,c) Should the United States impose greater international sanctions on Iran if it continues to defy United Nations mandates?,,,,,,unmapped
2008.0,"International Aid, International Policy, and International Trade Issues",International AidIndicate which principles you support (if any) regarding international aid.International PolicyIndicate which principles you support (if any) regarding international policy.International TradeIndicate which principles you support (if any) regarding international trade.,d) Should the United States support the Lebanese government against insurgent forces?,,,,,,unmapped
2008.0,"International Aid, International Policy, and International Trade Issues",International AidIndicate which principles you support (if any) regarding international aid.International PolicyIndicate which principles you support (if any) regarding international policy.International TradeIndicate which principles you support (if any) regarding international trade.,e) Should the United States maintain its troop levels in Iraq?,,,,,,unmapped
2008.0,"International Aid, International Policy, and International Trade Issues",International AidIndicate which principles you support (if any) regarding international aid.International PolicyIndicate which principles you support (if any) regarding international policy.International TradeIndicate which principles you support (if any) regarding international trade.,f) Should the United States withdraw its troops from Iraq?,,,,,,unmapped
2008.0,"International Aid, International Policy, and International Trade Issues",International AidIndicate which principles you support (if any) regarding international aid.International PolicyIndicate which principles you support (if any) regarding international policy.International TradeIndicate which principles you support (if any) regarding international trade.,g) Discuss your proposals for Iraq.,,,,,,unmapped
2008.0,"International Aid, International Policy, and International Trade Issues",International AidIndicate which principles you support (if any) regarding international aid.International PolicyIndicate which principles you support (if any) regarding international policy.International TradeIndicate which principles you support (if any) regarding international trade.,h) Should the United States apply greater economic and diplomatic sanctions against North Korea if it fails to abide by its agreement to suspend its nuclear program?,,,,,,unmapped
2008.0,"International Aid, International Policy, and International Trade Issues",International AidIndicate which principles you support (if any) regarding international aid.International PolicyIndicate which principles you support (if any) regarding international policy.International TradeIndicate which principles you support (if any) regarding international trade.,i) Should the United States increase financial support for Afghanistan?,,,,,,unmapped
2008.0,"International Aid, International Policy, and International Trade Issues",International AidIndicate which principles you support (if any) regarding international aid.International PolicyIndicate which principles you support (if any) regarding international policy.International TradeIndicate which principles you support (if any) regarding international trade.,j) Should the United States increase military support for Afghanistan?,,,,,,unmapped
2008.0,"International Aid, International Policy, and International Trade Issues",International AidIndicate which principles you support (if any) regarding international aid.International PolicyIndicate which principles you support (if any) regarding international policy.International TradeIndicate which principles you support (if any) regarding international trade.,k) Should the United States trade nuclear fuel to India for civilian purposes?,,,,,,unmapped
2008.0,"International Aid, International Policy, and International Trade Issues",International AidIndicate which principles you support (if any) regarding international aid.International PolicyIndicate which principles you support (if any) regarding international policy.International TradeIndicate which principles you support (if any) regarding international trade.,l) Should the United States decrease financial support for Pakistan?,,,,,,unmapped
2008.0,"International Aid, International Policy, and International Trade Issues",International AidIndicate which principles you support (if any) regarding international aid.International PolicyIndicate which principles you support (if any) regarding international policy.International TradeIndicate which principles you support (if any) regarding international trade.,m) Should the United States decrease military support for Pakistan?,,,,,,unmapped
2008.0,"International Aid, International Policy, and International Trade Issues",International AidIndicate which principles you support (if any) regarding international aid.International PolicyIndicate which principles you support (if any) regarding international policy.International TradeIndicate which principles you support (if any) regarding international trade.,"n) Should the United States be involved in bringing an end to the violence in Darfur, Sudan?",,,,,,unmapped
2008.0,"International Aid, International Policy, and International Trade Issues",International AidIndicate which principles you support (if any) regarding international aid.International PolicyIndicate which principles you support (if any) regarding international policy.International TradeIndicate which principles you support (if any) regarding international trade.,o) Should the United States be involved in bringing an end to the violence in the Democratic Republic of Congo?,,,,,,unmapped
2008.0,"International Aid, International Policy, and International Trade Issues",International AidIndicate which principles you support (if any) regarding international aid.International PolicyIndicate which principles you support (if any) regarding international policy.International TradeIndicate which principles you support (if any) regarding international trade.,p) Should the United States provide economic and military support to the Transitional Government of Somalia?,,,,,,unmapped
2008.0,"International Aid, International Policy, and International Trade Issues",International AidIndicate which principles you support (if any) regarding international aid.International PolicyIndicate which principles you support (if any) regarding international policy.International TradeIndicate which principles you support (if any) regarding international trade.,q) Should the United States use sanctions to encourage the government of Zimbabwe to end its human rights abuses?,,,,,,unmapped
2008.0,"International Aid, International Policy, and International Trade Issues",International AidIndicate which principles you support (if any) regarding international aid.International PolicyIndicate which principles you support (if any) regarding international policy.International TradeIndicate which principles you support (if any) regarding international trade.,r) Should the United States support the creation of an independent nation of Kosovo?,,,,,,unmapped
2008.0,"International Aid, International Policy, and International Trade Issues",International AidIndicate which principles you support (if any) regarding international aid.International PolicyIndicate which principles you support (if any) regarding international policy.International TradeIndicate which principles you support (if any) regarding international trade.,s) Other or expanded principles,open_ended_other,non_scorable,,high,,non_scorable
2008.0,"International Aid, International Policy, and International Trade Issues",International AidIndicate which principles you support (if any) regarding international aid.International PolicyIndicate which principles you support (if any) regarding international policy.International TradeIndicate which principles you support (if any) regarding international trade.,a) Do you support the United States imposing economic sanctions on China?,,,,,,unmapped
2008.0,"International Aid, International Policy, and International Trade Issues",International AidIndicate which principles you support (if any) regarding international aid.International PolicyIndicate which principles you support (if any) regarding international policy.International TradeIndicate which principles you support (if any) regarding international trade.,b) Do you support the United States imposing trade sanctions on Venezuela?,,,,,,unmapped
2008.0,"International Aid, International Policy, and International Trade Issues",International AidIndicate which principles you support (if any) regarding international aid.International PolicyIndicate which principles you support (if any) regarding international policy.International TradeIndicate which principles you support (if any) regarding international trade.,c) Do you support the United States involvement in free trade agreements?,,,,,,unmapped
2008.0,"International Aid, International Policy, and International Trade Issues",International AidIndicate which principles you support (if any) regarding international aid.International PolicyIndicate which principles you support (if any) regarding international policy.International TradeIndicate which principles you support (if any) regarding international trade.,d) Do you support the United States involvement in intergovernmental organizations dedicated to trade?,,,,,,unmapped
2008.0,National Security Issues,Indicate which principles you support (if any) regarding national security.,a) Do you support using military tribunals to try suspected terrorists when ordinary civilian courts are deemed inappropriate or impractical?,,,,,,unmapped
2008.0,National Security Issues,Indicate which principles you support (if any) regarding national security.,"b) Should law enforcement agencies have greater discretion to monitor domestic communications, to prevent future terrorist attacks?",,,,,,unmapped
2008.0,National Security Issues,Indicate which principles you support (if any) regarding national security.,c) Should the United States hold foreign states accountable for terrorists who operate in their country?,,,,,,unmapped
2008.0,National Security Issues,Indicate which principles you support (if any) regarding national security.,d) Should the federal government increase funding to states and cities for homeland security?,,,,,,unmapped
2008.0,National Security Issues,Indicate which principles you support (if any) regarding national security.,e) Do you support pre-emptive military strikes against countries deemed to be a threat to United States national security?,,,,,,unmapped
2008.0,National Security Issues,Indicate which principles you support (if any) regarding national security.,f) Do you support the creation of a federal identification card system?,,,,,,unmapped
2008.0,National Security Issues,Indicate which principles you support (if any) regarding national security.,g) Do you support long-term use of National Guard troops to supplement the armed forces in assignments overseas?,,,,,,unmapped
2008.0,National Security Issues,Indicate which principles you support (if any) regarding national security.,h) Should the United States expand its missile defense shield?,,,,,,unmapped
2008.0,National Security Issues,Indicate which principles you support (if any) regarding national security.,i) Other or expanded principles,open_ended_other,non_scorable,,high,,non_scorable
2008.0,Social Issues,Indicate which principles you support (if any) regarding social issues.,a) Should same-sex couples be allowed to marry?,social_same_sex_marriage,social_ideology,-1.0,high,binary,rule_mapped
2008.0,Social Issues,Indicate which principles you support (if any) regarding social issues.,b) Do you support a federal constitutional amendment defining marriage as between a man and a woman?,,,,,,unmapped
2008.0,Social Issues,Indicate which principles you support (if any) regarding social issues.,c) Do you support federal funding for research on existing embryonic stem cell lines?,,,,,,unmapped
2008.0,Social Issues,Indicate which principles you support (if any) regarding social issues.,d) Do you support federal funding to create lines of stem cells from new embryos?,,,,,,unmapped
2008.0,Social Issues,Indicate which principles you support (if any) regarding social issues.,e) Should the federal government consider race and gender in government contracting decisions?,,,,,,unmapped
2008.0,Social Issues,Indicate which principles you support (if any) regarding social issues.,f) Should the federal government continue affirmative action programs?,,,,,,unmapped
2008.0,Social Issues,Indicate which principles you support (if any) regarding social issues.,g) Should the federal government regulate internet gambling?,,,,,,unmapped
2008.0,Social Issues,Indicate which principles you support (if any) regarding social issues.,h) Other or expanded principles,open_ended_other,non_scorable,,high,,non_scorable
2008.0,Social Security Issues,Indicate which principles you support (if any) regarding Social Security.,a) Allow workers to invest a portion of their payroll tax in private accounts that they manage themselves.,,,,,,unmapped
2008.0,Social Security Issues,Indicate which principles you support (if any) regarding Social Security.,b) Ensure the viability of Social Security by increasing the payroll tax.,,,,,,unmapped
2008.0,Social Security Issues,Indicate which principles you support (if any) regarding Social Security.,c) Decrease benefits paid to retirees.,,,,,,unmapped
2008.0,Social Security Issues,Indicate which principles you support (if any) regarding Social Security.,d) Support proportional increases of Social Security benefits based on the cost of living index.,,,,,,unmapped
2008.0,Social Security Issues,Indicate which principles you support (if any) regarding Social Security.,e) Raise the retirement age for individual eligibility to receive full Social Security benefits.,,,,,,unmapped
2008.0,Social Security Issues,Indicate which principles you support (if any) regarding Social Security.,f) Other or expanded principles,open_ended_other,non_scorable,,high,,non_scorable
2008.0,Welfare and Poverty Issues,Indicate which principles you support (if any) regarding welfare and poverty.,a) Require welfare recipients to spend at least 40 hours a week in a combination of work and training programs.,,,,,,unmapped
2008.0,Welfare and Poverty Issues,Indicate which principles you support (if any) regarding welfare and poverty.,b) Continue to give states and local governments flexibility in and responsibility for welfare programs through federal block grants.,,,,,,unmapped
2008.0,Welfare and Poverty Issues,Indicate which principles you support (if any) regarding welfare and poverty.,c) Support housing assistance for welfare recipients.,,,,,,unmapped
2008.0,Welfare and Poverty Issues,Indicate which principles you support (if any) regarding welfare and poverty.,d) Abolish all federal welfare programs.,,,,,,unmapped
2008.0,Welfare and Poverty Issues,Indicate which principles you support (if any) regarding welfare and poverty.,e) Other or expanded principles,open_ended_other,non_scorable,,high,,non_scorable
2008.0,Legislative Priorities,,"Please explain in a total of 100 words or less, your top two or three priorities if elected. If they require additional funding for implementation, please explain how you would obtain this funding.",,,,,,unmapped
2018.0,Environment & Energy Issues:,,d) Other or expanded principles:,,,,,,unmapped
2024.0,Abortion and Reproductive Health,,Do you generally support pro-choice or pro-life legislation?,abortion_general_pro_life,abortion_position,1.0,high,binary,rule_mapped
2024.0,Abortion and Reproductive Health,,Do you support the Supreme Court's decision to overturn Roe v. Wade?,,,,,,unmapped
2024.0,"Budget, Spending, and Taxes",,Do you support expanding federal funding to support social safety net programs such as Social Security and Medicare?,,,,,,unmapped
2024.0,"Budget, Spending, and Taxes",,Do you support a decrease in income taxes in order to balance the budget?,,,,,,unmapped
2024.0,"Budget, Spending, and Taxes",,Do you support a wealth tax in order to pay for public programs?,,,,,,unmapped
2024.0,Campaign Finance,,"Do you support the regulation of indirect campaign contributions from corporations, unions, and individuals?",,,,,,unmapped
2024.0,Crime &amp; Public Safety,,"Do you support protecting government officials, including law enforcement officers, from personal liability in civil lawsuits concerning alleged misconduct?",,,,,,unmapped
2024.0,Defense,,Do you support increasing defense spending?,,,,,,unmapped
2024.0,Economy,,"Do you support federal spending as a means of promoting economic growth (e.g. grants, tax incentives)?",,,,,,unmapped
2024.0,Economy,,Do you support the federal government increasing funding for affordable housing programs?,,,,,,unmapped
2024.0,Economy,,"Do you support the federal government taking action, beyond those of the Federal Reserve, to alleviate inflation?",,,,,,unmapped
2024.0,Education,,Do you support the forgiveness of federal student loan debt?,,,,,,unmapped
2024.0,Elections,,Do you support requiring a government-issued identification in order to vote at the polls?,elections_government_id,government_reform_position,1.0,high,binary,rule_mapped
2024.0,Energy &amp; Environment,,"Do you support government funding for the development of renewable energy (e.g. solar, wind, geo-thermal)?",environment_renewable_energy,environment_position,-1.0,high,binary,rule_mapped
2024.0,Energy &amp; Environment,,Do you support the federal government allowing permits for drilling on public lands?,,,,,,unmapped
2024.0,Guns,,"Do you generally support gun-control legislation (e.g. red flag laws, boyfriend loopholes)?",guns_general_control,guns_position,-1.0,high,binary,rule_mapped
2024.0,Health Care,,"Do you support a government-run (e.g. single-payer) healthcare program, such as Medicare-for-All?",,,,,,unmapped
2024.0,Health Care,,Do you support expanding paid family AND/OR medical leave benefits (e.g. maternity leave)?,,,,,,unmapped
2024.0,Health Care,,Should the government be able to regulate the cost of prescription drugs?,,,,,,unmapped
2024.0,Immigration,,Do you support increasing security along the southern US border?,,,,,,unmapped
2024.0,Immigration,,"Do you support requiring immigrants to return to their country of origin before they are eligible for citizenship, regardless of their immigration status?",,,,,,unmapped
2024.0,National Security,,Do you support economic intervention as a means of resolving international conflicts?,,,,,,unmapped
2024.0,National Security,,Do you support the US providing increased offensive military aid to Ukraine?,,,,,,unmapped
2024.0,Technology and Communication,,"Do you generally support increased regulations on social media companies (e.g. Tik Tok, Facebook, etc.)?",,,,,,unmapped
2018.0,Education Issues:,,e) Other or expanded principles:,,,,,,unmapped
2018.0,Gun Issues:,,e) Other or expanded principles:,,,,,,unmapped
2018.0,Economic Issues:,,g) Other or expanded principles:,,,,,,unmapped
2018.0,Legislative Priorities:,,"In the following area, please explain in a total of 100 words or less, your top two or three priorities if elected. If they require additional funding for implementation, please explain how you would obtain this funding.",,,,,,unmapped
2022.0,Abortion & Reproductive Issues:,,a) Do you generally support pro-choice or pro-life legislation?,abortion_general_pro_life,abortion_position,1.0,high,binary,rule_mapped
2022.0,Abortion & Reproductive Issues:,,b) Do you support legalizing abortion when the pregnancy resulted from incest or rape?,abortion_rape_incest_exception,abortion_position,-1.0,medium,binary,rule_mapped
2022.0,Abortion & Reproductive Issues:,,c) Do you support the prohibition of public funds for organizations that perform abortions?,abortion_public_funding_prohibition,abortion_position,1.0,high,binary,rule_mapped
2022.0,Abortion & Reproductive Issues:,,d) Other or expanded principles:,,,,,,unmapped
2022.0,"Budget, Spending, & Tax Issues:",,"a) In order to balance the budget, do you support reducing state employee salaries AND/OR pensions?",,,,,,unmapped
2022.0,"Budget, Spending, & Tax Issues:",,"b) DO you support raising taxes on any income or on any entity, to promote economic growth?",,,,,,unmapped
2022.0,"Budget, Spending, & Tax Issues:",,c) Other or expanded principles:,,,,,,unmapped
2022.0,Crime & Public Safety Issues:,,a) Do you support capital punishment for certain crimes?,crime_death_penalty,criminal_justice_position,1.0,high,binary,rule_mapped
2022.0,Crime & Public Safety Issues:,,b) Should an individual under 18 accused of a violent crime be prosecuted as an adult?,,,,,,unmapped
2022.0,Crime & Public Safety Issues:,,c) Do you support the enforcement of federal immigration laws by state and local police?,,,,,,unmapped
2022.0,Crime & Public Safety Issues:,,d) Do you support the use of private prisons?,,,,,,unmapped
2022.0,Crime & Public Safety Issues:,,e) Do you support mandatory minimum sentences for non-violent drug offenders?,crime_mandatory_minimum,criminal_justice_position,1.0,medium,binary,rule_mapped
2022.0,Crime & Public Safety Issues:,,f) Other or expanded principles:,,,,,,unmapped
2022.0,Economic Issues:,,a) Do you support state government spending as a means of promoting economic growth?,economic_government_spending_growth,economic_ideology,-1.0,high,binary,rule_mapped
2022.0,Economic Issues:,,b) Do you support reducing government regulations on the private sector?,economic_reduce_regulation,economic_ideology,1.0,high,binary,rule_mapped
2022.0,Economic Issues:,,c) Do you support an increase of the minimum wage of Alabama?,labor_minimum_wage,labor_position,-1.0,high,binary,rule_mapped
2022.0,Economic Issues:,,d) Do you support providing financial relief to businesses AND/OR corporations negatively impacted by the state of national emergency for COVID-19?,,,,,,unmapped
2022.0,Economic Issues:,,e) Other or expanded principles:,,,,,,unmapped
2022.0,Education Issues:,,a) Do you support adopting federal education standards in Alabama?,,,,,,unmapped
2022.0,Education Issues:,,b) Do you support state funding for charter schools?,education_charter_schools,education_position,1.0,medium,binary,rule_mapped
2022.0,Education Issues:,,c) Do you support increasing teacher salaries AND/OR benefits in Alabama?,,,,,,unmapped
2022.0,Education Issues:,,d) Should immigrants unlawfully present in the United States who graduate from Alabama high schools be eligible for in-state tuition at public universities?,immigration_instate_tuition,immigration_position,-1.0,high,binary,rule_mapped
2022.0,Education Issues:,,e) Other or expanded principles:,,,,,,unmapped
2022.0,Environment & Energy Issues:,,"a) Do you support state funding for the development of renewable energy (e.g. solar, wind, geo-thermal)?",environment_renewable_energy,environment_position,-1.0,high,binary,rule_mapped
2022.0,Environment & Energy Issues:,,b) Do you support government regulations of greenhouse gas emissions?,environment_emissions_regulation,environment_position,-1.0,high,binary,rule_mapped
2022.0,Environment & Energy Issues:,,c) Do you support increasing state funding for clean drinking water initiatives?,environment_clean_water_funding,environment_position,-1.0,high,binary,rule_mapped
2022.0,Environment & Energy Issues:,,d) Other or expanded principles:,,,,,,unmapped
2022.0,Government Reform Issues:,,"a) Do you support the regulation of campaign contributions from corporations, unions, and individuals?",,,,,,unmapped
2022.0,Government Reform Issues:,,b) Do you support the use of an independent AND/OR bipartisan commission for redistricting?,,,,,,unmapped
2022.0,Government Reform Issues:,,c) Do you support requiring a government-issued photo identification in order to vote at the polls?,elections_photo_id,government_reform_position,1.0,high,binary,rule_mapped
2022.0,Government Reform Issues:,,d) Do you support automatic voter registration?,,,,,,unmapped
2022.0,Government Reform Issues:,,e) Other or expanded principles:,,,,,,unmapped
2022.0,Gun Issues:,,a) Do you generally support gun-control legislation?,guns_general_control,guns_position,-1.0,high,binary,rule_mapped
2022.0,Gun Issues:,,b) Should background checks be required on gun sales between private citizens at gun shows?,guns_background_checks,guns_position,-1.0,high,binary,rule_mapped
2022.0,Gun Issues:,,c) Should a license be required for gun ownership?,guns_license,guns_position,-1.0,high,binary,rule_mapped
2022.0,Gun Issues:,,d) Other or expanded principles:,,,,,,unmapped
2022.0,Health Issues:,,a) Should the state government increase funding for treatment facilities to combat opioid abuse?,health_opioid_treatment,healthcare_position,-1.0,high,binary,rule_mapped
2022.0,Health Issues:,,b) Do you support a government-run (single-payer) healthcare program such as Medicare-for All?,,,,,,unmapped
2022.0,Health Issues:,,c) Should an individual have the right to choose to die through euthanasia?,health_assisted_suicide,healthcare_position,-1.0,medium,binary,rule_mapped
